chebi,name,definition,compound_id,type,accession_number,abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
4743,14363,a,a,15856,KEGG COMPOUND accession,C01071,,,,,,,,,,,,,,,
4744,14366,a,a,16707,KEGG COMPOUND accession,C01000,,,,,,,,,,,,,,,
4745,14369,a,a,17714,KEGG COMPOUND accession,C02684,,,,,,,,,,,,,,,
4746,14371,a,a,17373,KEGG COMPOUND accession,C02685,,,,,,,,,,,,,,,
4747,14375,a,a,78274,KEGG COMPOUND accession,C09092,,,,,,,,,,,,,,,
4748,14377,a,a,17620,KEGG COMPOUND accession,C01494,,,,,,,,,,,,,,,
4749,14384,a,a,15511,KEGG COMPOUND accession,C00406,,,,,,,,,,,,,,,
4750,14396,a,a,5050,KEGG COMPOUND accession,C06999,,,,,,,,,,,,,,,
4751,14418,a,a,5063,KEGG COMPOUND accession,C11099,,,,,,,,,,,,,,,
4752,14422,a,a,5065,KEGG COMPOUND accession,C10042,,,,,,,,,,,,,,,
4753,14432,a,a,5070,KEGG COMPOUND accession,C00766,,,,,,,,,,,,,,,
4754,14435,a,a,27590,KEGG COMPOUND accession,C04007,,,,,,,,,,,,,,,
4755,14438,a,a,30527,KEGG COMPOUND accession,C00176,,,,,,,,,,,,,,,
4756,14441,a,a,28908,KEGG COMPOUND accession,C06765,,,,,,,,,,,,,,,
4757,14445,a,a,47916,KEGG COMPOUND accession,C01579,,,,,,,,,,,,,,,
4758,14447,a,a,5078,KEGG COMPOUND accession,C01495,,,,,,,,,,,,,,,
4759,14450,a,a,28183,KEGG COMPOUND accession,C03502,,,,,,,,,,,,,,,
4760,14455,a,a,28321,KEGG COMPOUND accession,C04193,,,,,,,,,,,,,,,
4761,14456,a,a,27687,KEGG COMPOUND accession,C04068,,,,,,,,,,,,,,,
4762,14457,a,a,16658,KEGG COMPOUND accession,C04069,,,,,,,,,,,,,,,
4763,14459,a,a,17952,KEGG COMPOUND accession,C04194,,,,,,,,,,,,,,,
4764,14461,a,a,16816,KEGG COMPOUND accession,C03946,,,,,,,,,,,,,,,
4765,14466,a,a,5088,KEGG COMPOUND accession,C07809,,,,,,,,,,,,,,,
4766,14470,a,a,75984,KEGG COMPOUND accession,C07001,,,,,,,,,,,,,,,
4767,14474,a,a,5092,KEGG COMPOUND accession,C09007,,,,,,,,,,,,,,,
4768,14484,a,a,5097,KEGG COMPOUND accession,C11029,,,,,,,,,,,,,,,
4769,14486,a,a,5098,KEGG COMPOUND accession,C11748,,,,,,,,,,,,,,,
4770,14494,a,a,5102,KEGG COMPOUND accession,C08186,,,,,,,,,,,,,,,
4771,14500,a,a,5105,KEGG COMPOUND accession,C10993,,,,,,,,,,,,,,,
4772,14502,a,a,5106,KEGG COMPOUND accession,C07005,,,,,,,,,,,,,,,
4773,14504,a,a,5107,KEGG COMPOUND accession,C11369,,,,,,,,,,,,,,,
4774,14510,a,a,16904,KEGG COMPOUND accession,C06711,,,,,,,,,,,,,,,
4775,14514,a,a,17922,KEGG COMPOUND accession,C06712,,,,,,,,,,,,,,,
4776,14520,a,a,17051,KEGG COMPOUND accession,C00742,,,,,,,,,,,,,,,
4777,14523,a,a,30775,KEGG COMPOUND accession,C06108,,,,,,,,,,,,,,,
4778,14525,a,a,5115,KEGG COMPOUND accession,C11272,,,,,,,,,,,,,,,
4779,14529,a,a,28826,KEGG COMPOUND accession,C11147,,,,,,,,,,,,,,,
4780,14541,a,a,5123,KEGG COMPOUND accession,C07010,,,,,,,,,,,,,,,
4781,14543,a,a,5124,KEGG COMPOUND accession,C07956,,,,,,,,,,,,,,,
4782,14559,a,a,5132,KEGG COMPOUND accession,C07653,,,,,,,,,,,,,,,
4783,14561,a,a,5133,KEGG COMPOUND accession,C10908,,,,,,,,,,,,,,,
4784,14563,a,a,5134,KEGG COMPOUND accession,C07815,,,,,,,,,,,,,,,
4785,14565,a,a,5135,KEGG COMPOUND accession,C10989,,,,,,,,,,,,,,,
4786,14575,a,a,27470,KEGG COMPOUND accession,C00504,fol,59-30-3,27470.0,"Human Metabolome Database (HMDB): Folic acid is a member of the vitamin B family that stimulates the hematopoietic system. It is present in the liver and kidney and is found in mushrooms, spinach, yeast, green leaves, and grasses (poaceae). Folic acid, being biochemically inactive, is converted to tetrahydrofolic acid and methyltetrahydrofolate by dihydrofolate reductase. These folic acid congeners are transported across cells by receptor-mediated endocytosis where they are needed to maintain normal erythropoiesis, synthesize purine and thymidylate nucleic acids, interconvert amino acids, methylated tRNA, and generate and use formate. Folic acid is used in the treatment and prevention of folate deficiencies and megaloblastic anemia.",Folic acid,HMDB0000121,b,b,C00504,FOLATE,FDB014504,fol,[H]OC(=O)C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)C1=C([H])C([H])=C(N([H])C([H])([H])C2=NC3=C(N=C2[H])N=C(N([H])[H])N([H])C3=O)C([H])=C1[H])C([O-])=O,OVBPIULPVIDEAO-LBPRGKRZSA-M,"InChI=1S/C19H19N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,8,12,21H,5-7H2,(H,24,29)(H,27,28)(H,31,32)(H3,20,22,25,26,30)/p-1/t12-/m0/s1"
4787,14578,a,a,5141,KEGG COMPOUND accession,C07837,,,,,,,,,,,,,,,
4788,14613,a,a,16397,KEGG COMPOUND accession,C00488,frmd,75-12-7,16397.0,Human Metabolome Database (HMDB): Formamide is a metabolite used for biological monitoring of workers exposed to N-N-dimethylformamide (DMF).(PMID 7622279). There is a case of significant association between ever having been exposed to DMF and subsequent development of prostate cancer (PMID 2715850).,Formamide,HMDB0001536,b,b,C00488,FORMAMIDE,FDB022677,b,b,ZHNUHDYFZUAESO-UHFFFAOYSA-N,"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)"
4789,14660,a,a,5147,KEGG COMPOUND accession,C07805,,,,,,,,,,,,,,,
4790,14662,a,a,16729,KEGG COMPOUND accession,C02405,,,,,,,,,,,,,,,
4791,14664,a,a,28736,KEGG COMPOUND accession,C05647,f5hoxkyn,2208-41-5,28736.0,"Human Metabolome Database (HMDB): Formyl-5-hydroxykynurenamine is found in the tryptophan metabolism pathway. It is produced from serotonin through the action of indoleamine 2,3-dioxygenase [EC:1.13.11.52].",Formyl-5-hydroxykynurenamine,HMDB0012948,b,b,C05647,b,FDB029224,b,[H]OC1=C([H])C(C(=O)C([H])([H])C([H])([H])[N+]([H])([H])[H])=C(N([H])C([H])=O)C([H])=C1[H],CKAXPTWYSHDIBN-UHFFFAOYSA-O,"InChI=1S/C10H12N2O3/c11-4-3-10(15)8-5-7(14)1-2-9(8)12-6-13/h1-2,5-6,14H,3-4,11H2,(H,12,13)/p+1"
4792,14674,a,a,36575,KEGG COMPOUND accession,C05653,nformanth,3342-77-6,36575.0,"Human Metabolome Database (HMDB): Formylanthranilic acid is a polar acid metabolite of anthranilic acid, occasionally found in human urine. (PMID 7320161).",Formylanthranilic acid,HMDB0004089,b,b,C05653,b,FDB023309,nformanth,[H]N(C([H])=O)C1=C([H])C([H])=C([H])C([H])=C1C([O-])=O,LLLPDUXGHXIXIW-UHFFFAOYSA-M,"InChI=1S/C8H7NO3/c10-5-9-7-4-2-1-3-6(7)8(11)12/h1-5H,(H,9,10)(H,11,12)/p-1"
4793,14680,a,a,18377,KEGG COMPOUND accession,C02406,,,,,,,,,,,,,,,
4794,14699,a,a,5163,KEGG COMPOUND accession,C07016,,,,,,,,,,,,,,,
4795,14711,a,a,5169,KEGG COMPOUND accession,C09265,,,,,,,,,,,,,,,
4796,14713,a,a,5170,KEGG COMPOUND accession,C09266,,,,,,,,,,,,,,,
4797,14715,a,a,5171,KEGG COMPOUND accession,C08626,,,,,,,,,,,,,,,
4798,14717,a,a,28757,KEGG COMPOUND accession,C01496,,,,,,,,,,,,,,,
4799,14720,a,a,37516,KEGG COMPOUND accession,C05001,,,,,,,,,,,,,,,
4800,14729,a,a,5181,KEGG COMPOUND accession,C08253,,,,,,,,,,,,,,,
4801,14733,a,a,27865,KEGG COMPOUND accession,C08817,,,,,,,,,,,,,,,
4802,14736,a,a,5186,KEGG COMPOUND accession,C08596,,,,,,,,,,,,,,,
4803,14742,a,a,48635,KEGG COMPOUND accession,C09668,,,,,,,,,,,,,,,
4804,14744,a,a,18012,KEGG COMPOUND accession,C00122,fum,110-17-8,18012.0,"Human Metabolome Database (HMDB): Fumaric acid is a dicarboxylic acid. It is a precursor to L-malate in the Krebs tricarboxylic acid (TCA) cycle. It is formed by the oxidation of succinic acid by succinate dehydrogenase. Fumarate is converted by the enzyme fumarase to malate. Fumaric acid has recently been identified as an oncometabolite or an endogenous, cancer causing metabolite. High levels of this organic acid can be found in tumors or biofluids surrounding tumors. Its oncogenic action appears to due to its ability to inhibit prolyl hydroxylase-containing enzymes. In many tumours, oxygen availability becomes limited (hypoxia) very quickly due to rapid cell proliferation and limited blood vessel growth. The major regulator of the response to hypoxia is the HIF transcription factor (HIF-alpha). Under normal oxygen levels, protein levels of HIF-alpha are very low due to constant degradation, mediated by a series of post-translational modification events catalyzed by the prolyl hydroxylase domain-containing enzymes PHD1, 2 and 3, (also known as EglN2, 1 and 3) that hydroxylate HIF-alpha and lead to its degradation. All three of the PHD enzymes are inhibited by fumarate. Fumaric acid is found to be associated with fumarase deficiency, which is an inborn error of metabolism.",Fumaric acid,HMDB0000134,b,b,C00122,FUM,FDB003291,fum,[H]\C(=C(\[H])C([O-])=O)C([O-])=O,VZCYOOQTPOCHFL-OWOJBTEDSA-L,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+"
4805,14779,a,a,29013,KEGG COMPOUND accession,C06694,,,,,,,,,,,,,,,
4806,14780,a,a,5202,KEGG COMPOUND accession,C01378,,,,,,,,,,,,,,,
4807,14789,a,a,27938,KEGG COMPOUND accession,C06136,ga1_hs,71012-19-6,b,"Human Metabolome Database (HMDB): Ganglioside GA1 (d18:1/12:0) is a glycosphingolipid (ceramide and oligosaccharide)or oligoglycosylceramide with one or more sialic acids (i.e. n-acetylneuraminic acid) linked on the sugar chain. It is a component the cell plasma membrane which modulates cell signal transduction events. Gangliosides have been found to be highly important in immunology. Ganglioside GA1 carries a net-negative charge at pH 7.0 and is acidic. Gangliosides can amount to 6% of the weight of lipids from brain, but they are found at low levels in all animal tissues. Gangliosides are glycosphingolipids. There are four types of glycosphingolipids, the cerebrosides, sulfatides, globosides and gangliosides. Gangliosides are very similar to globosides except that they also contain N-acetyl neuraminic acid (NANA) in varying amounts. The specific names for the gangliosides provide information about their structure. The letter G refers to ganglioside, and the subscripts M, D, T and Q indicate that the molecule contains mono-, di-, tri and quatra-sialic acid. The numbered subscripts 1, 2 and 3 refer to the carbohydrate sequence that is attached to the ceramide. In particular, 1 stands for GalGalNAcGalGlc-ceramide, 2 stands for GalNAcGalGlc-ceramide and 3 stands for GalGlc-ceramide. Deficiencies in lysosomal enzymes that degrade the carbohydrate portions of various gangliosides are responsible for a number of lysosomal storage diseases such as Tay-Sachs disease, Sandhoff disease, and GM1 gangliosidosis. The carbohydrate portion of the ganglioside GM1 is the site of attachment of cholera toxin, the protein secreted by Vibrio cholerae.",Ganglioside GA1 (d18:1/12:0),HMDB0004900,b,b,C06136,b,FDB023491,ga1_hs,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(O[C@@]2([H])[C@@]([H])(O[H])[C@]([H])(O[C@@]([H])(O[C@]3([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[C@@]4([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[C@]([H])(N([H])C([*])=O)[C@]([H])(O[H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@]4([H])C([H])([H])O[H])O[C@]3([H])C([H])([H])O[H])[C@]2([H])N([H])C(=O)C([H])([H])[H])C([H])([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H],AJJQXLLQPWSINS-ULFCUAASSA-N,b
4808,14800,a,a,28175,KEGG COMPOUND accession,C06141,gd1b_hs,b,28175.0,b,Gd1B,b,b,b,C06141,b,b,gd1b_hs,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C@@](O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]2([H])O[C@@](O[C@]3([H])[C@@]([H])(O[H])[C@]([H])(O[C@@]4([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[C@]([H])(N([H])C([*])=O)[C@]([H])(O[H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@]4([H])C([H])([H])O[H])O[C@]([H])(C([H])([H])O[H])[C@]3([H])O[C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[C@]4([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]4([H])O[H])[C@@]3([H])N([H])C(=O)C([H])([H])[H])(C([O-])=O)C([H])([H])[C@]([H])(O[H])[C@@]2([H])N([H])C(=O)C([H])([H])[H])(C([O-])=O)C([H])([H])[C@]([H])(O[H])[C@@]1([H])N([H])C(=O)C([H])([H])[H],b,b
4809,14805,a,a,28648,KEGG COMPOUND accession,C06134,gd2_hs,b,28648.0,b,GalNac-Beta1->4(Neuac-Alpha2->8Neuac2->3)Gal-Beta1->4Glc-Beta1->1'Cer,b,b,b,C06134,b,b,gd2_hs,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])C1([H])O[C@@](O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])C2([H])O[C@@](O[C@]3([H])[C@@]([H])(O[H])[C@]([H])(O[C@@]4([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[C@]([H])(N([H])C([*])=O)[C@]([H])(O[H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@]4([H])C([H])([H])O[H])O[C@]([H])(C([H])([H])O[H])[C@]3([H])O[C@]3([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]3([H])N([H])C(=O)C([H])([H])[H])(C([O-])=O)C([H])([H])[C@]([H])(O[H])[C@@]2([H])N([H])C(=O)C([H])([H])[H])(C([O-])=O)C([H])([H])[C@]([H])(O[H])[C@@]1([H])N([H])C(=O)C([H])([H])[H],b,b
4810,14812,a,a,17552,KEGG COMPOUND accession,C00035,gdp,146-91-8,17552.0,"Human Metabolome Database (HMDB): Guanosine 5'-(trihydrogen diphosphate). A guanine nucleotide containing two phosphate groups esterified to the sugar moiety. It is an ester of pyrophosphoric acid with the nucleoside guanosine. GDP consists of the pyrophosphate group, the pentose sugar ribose, and the nucleobase guanine. GDP is the product of GTP dephosphorylation by GTPases, e.g. the G-proteins that are involved in signal transduction.",Guanosine diphosphate,HMDB0001201,b,b,C00035,GDP,FDB022487,gdp,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C1N=C(N([H])[H])N([H])C2=O,QGWNDRXFNXRZMB-UUOKFMHZSA-K,"InChI=1S/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H2,19,20,21)(H3,11,13,14,18)/p-3/t3-,5-,6-,9-/m1/s1"
4811,14862,a,a,27719,KEGG COMPOUND accession,C05344,,,,,,,,,,,,,,,
4812,14866,a,a,17661,KEGG COMPOUND accession,C03117,,,,,,,,,,,,,,,
4813,14870,a,a,27886,KEGG COMPOUND accession,C05386,,,,,,,,,,,,,,,
4814,14875,a,a,17009,KEGG COMPOUND accession,C00325,gdpfuc,15839-70-0,17009.0,"Human Metabolome Database (HMDB): GDP-L-fucose is a sugar nucleotide and a readily available source of fucose. Fucose is a deoxyhexose that is found in nearly all plant and animal species. The monosaccharide plays several important metabolic roles in complex carbohydrates and in glycoproteins. Fucosylated oligosaccharides are involved in cell-cell recognition, selectin-mediated leukocyte-endothelial adhesion, and mouse embryogenesis. They form the basis of the Lewis-type blood group antigens, are involved in the formation of atherosclerosis, and mediate host-bacterial interactions. A decrease in the availability of fucose is associated with leukocyte adhesion deficiency type-II disorder, and fucosylated glycoproteins have been implicated in memory processes. Fucose is made available during the synthesis of fucosylated glycolipids, oligosaccharides, and glycoproteins via a sugar nucleotide intermediate, specifically GDP-L-fucose. GTP-L-fucose pyrophosphorylase (GFPP, E. C. 2.7.7.30) catalyzes the reversible condensation of guanosine triphosphate and beta-L-fucose-1-phosphate to form the nucleotide-sugar GDP-L-fucose. The enzyme functions primarily in the mammalian liver and kidney to salvage free L-fucose during the breakdown of glycolipids and glycoproteins. (PMID: 16086588).",GDP-L-fucose,HMDB0001095,b,b,C00325,GUANOSINE_DIPHOSPHATE_FUCOSE,FDB021816,gdpfuc,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])(=O)OP([O-])(=O)OC2([H])O[C@@]([H])(C([H])([H])[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]2([H])O[H])[C@@]1([H])O[H])N1C([H])=NC2=C1N=C(N([H])[H])N([H])C2=O,LQEBEXMHBLQMDB-QIXZNPMTSA-L,"InChI=1S/C16H25N5O15P2/c1-4-7(22)9(24)11(26)15(33-4)35-38(30,31)36-37(28,29)32-2-5-8(23)10(25)14(34-5)21-3-18-6-12(21)19-16(17)20-13(6)27/h3-5,7-11,14-15,22-26H,2H2,1H3,(H,28,29)(H,30,31)(H3,17,19,20,27)/p-2/t4-,5+,7+,8+,9+,10+,11-,14+,15?/m0/s1"
4815,14883,a,a,18038,KEGG COMPOUND accession,C02280,,,,,,,,,,,,,,,
4816,14911,a,a,15681,KEGG COMPOUND accession,C04730,gm3_hs,54827-14-4,b,"Human Metabolome Database (HMDB): Ganglioside GM3 (d18:1/12:0) is a glycosphingolipid (ceramide and oligosaccharide)or oligoglycosylceramide with one or more sialic acids (i.e. n-acetylneuraminic acid) linked on the sugar chain. It is a component the cell plasma membrane which modulates cell signal transduction events. Gangliosides have been found to be highly important in immunology. Ganglioside GM3 carries a net-negative charge at pH 7.0 and is acidic. Gangliosides can amount to 6% of the weight of lipids from brain, but they are found at low levels in all animal tissuesGangliosides are glycosphingolipids. There are four types of glycosphingolipids, the cerebrosides, sulfatides, globosides and gangliosides. Gangliosides are very similar to globosides except that they also contain N-acetyl neuraminic acid (NANA) in varying amounts. The specific names for the gangliosides provide information about their structure. The letter G refers to ganglioside, and the subscripts M, D, T and Q indicate that the molecule contains mono-, di-, tri and quatra-sialic acid. The numbered subscripts 1, 2 and 3 refer to the carbohydrate sequence that is attached to the ceramide. In particular, 1 stands for GalGalNAcGalGlc-ceramide, 2 stands for GalNAcGalGlc-ceramide and 3 stands for GalGlc-ceramide. Deficiencies in lysosomal enzymes that degrade the carbohydrate portions of various gangliosides are responsible for a number of lysosomal storage diseases such as Tay-Sachs disease, Sandhoff disease, and GM1 gangliosidosis. The carbohydrate portion of the ganglioside GM1 is the site of attachment of cholera toxin, the protein secreted by Vibrio cholerae.",Ganglioside GM3 (d18:1/12:0),HMDB0004842,b,b,C04730,ACETYLNEURAMINYL-ETCETERA-GLUCOS,FDB023443,gm3_hs,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[H])C1([H])O[C@@](O[C@]2([H])[C@@]([H])(O[H])[C@]([H])(O[C@@]3([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(OC([H])([H])[C@]([H])(N([H])C([*])=O)[C@]([H])(O[H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])O[C@]3([H])C([H])([H])O[H])O[C@]([H])(C([H])([H])O[H])[C@]2([H])O[H])(C([O-])=O)C([H])([H])[C@]([H])(O[H])[C@@]1([H])N([H])C(=O)C([H])([H])[H],WWDJRYLWFWMNJE-MDRDOSMGSA-N,b
4817,14918,a,a,17345,KEGG COMPOUND accession,C00144,gmp,85-32-5,17345.0,Human Metabolome Database (HMDB): Guanosine 5'-monophosphate. A guanine nucleotide containing one phosphate group esterified to the sugar moiety and found widely in nature.,Guanosine monophosphate,HMDB0001397,b,b,C00144,GMP,FDB012390,gmp,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])OP([O-])([O-])=O)[C@@]1([H])O[H])N1C([H])=NC2=C1N=C(N([H])[H])N([H])C2=O,RQFCJASXJCIDSX-UUOKFMHZSA-L,"InChI=1S/C10H14N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h2-3,5-6,9,16-17H,1H2,(H2,19,20,21)(H3,11,13,14,18)/p-2/t3-,5-,6-,9-/m1/s1"
4818,15003,a,a,37165,KEGG COMPOUND accession,C05796,,,,,,,,,,,,,,,
4819,15008,a,a,16813,KEGG COMPOUND accession,C01697,galt,608-66-2,16813.0,"Human Metabolome Database (HMDB): Galactitol or dulcitol is a sugar alcohol that is a metabolic breakdown product of galactose. Galactose is derived from lactose in food (such as dairy products). When lactose is broken down by the enzyme lactase it produces glucose and galactose. Galactitol has a slightly sweet taste. It is produced from galactose in a reaction catalyzed by aldose reductase. When present in sufficiently high levels, galactitol can act as a metabotoxin, a neurotoxin, and a hepatotoxin. A neurotoxin is a compound that disrupts or attacks neural cells and neural tissue. A hepatotoxin as a compound that disrupts or attacks liver tissue or liver cells. A metabotoxin is an endogenously produced metabolite that causes adverse health effects at chronically high levels. Chronically high levels of galactitol are associated with at least two inborn errors of metabolism, including galactosemia and galactosemia type II. Galactosemia is a rare genetic metabolic disorder that affects an individual's ability to metabolize the sugar galactose properly. Excess lactose consumption in individuals with galactose intolerance or galactosemia activates aldose reductase to produce galactitol, thus depleting NADPH and leading to lowered glutathione reductase activity. As a result, hydrogen peroxide or other free radicals accumulate causing serious oxidative damage to various cells and tissues. In individuals with galactosemia, the enzymes needed for the further metabolism of galactose (galactose-1-phosphate uridyltransferase) are severely diminished or missing entirely, leading to toxic levels of galactose 1-phosphate, galactitol, and galactonate. High levels of galactitol in infants are specifically associated with hepatomegaly (an enlarged liver), cirrhosis, renal failure, cataracts, vomiting, seizure, hypoglycemia, lethargy, brain damage, and ovarian failure.",Galactitol,HMDB0000107,b,b,C01697,15-DIDEOXY-15-IMINO-D-GALACTITOL,FDB006453,galt,[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H],FBPFZTCFMRRESA-GUCUJZIJSA-N,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5+,6-"
4820,15017,a,a,16883,KEGG COMPOUND accession,C01698,,,,,,,,,,,,,,,
4821,15021,a,a,28260,KEGG COMPOUND accession,C01582,,,,,,,,,,,,,,,
4822,15034,a,a,15754,KEGG COMPOUND accession,C05401,HC01444,b,15754.0,"Human Metabolome Database (HMDB): Galactosylglycerol is an intermediate in galactose and glycerolipid metabolism (KEGG: C05401). In galactose metabolism, galactosylglycerol is reversibly produced from D-galactose and glycerol by the enzyme alpha-galactosidase [EC:3.2.1.22]. It is also the first to last step in the synthesis of glycerol and is converted from 1,2-diacyl-3-beta-D-galactosyl-sn-glycerol. It is then converted to glycerol via the enzyme beta-galactosidase [EC:3.2.1.23].",Galactosylglycerol,HMDB0006790,b,b,C05401,b,FDB024079,HC01444,[H]OC([H])([H])[C@@]([H])(O[H])C([H])([H])O[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H],NHJUPBDCSOGIKX-NVMJTSJSSA-N,"InChI=1S/C9H18O8/c10-1-4(12)3-16-9-8(15)7(14)6(13)5(2-11)17-9/h4-15H,1-3H2/t4-,5-,6+,7+,8-,9-/m0/s1"
4823,15039,a,a,33830,KEGG COMPOUND accession,C08348,galur,14982-50-4,47962.0,"Human Metabolome Database (HMDB): D-Galacturonic acid is a sugar acid, the oxidized form of D-galactose. It is the main component of pectin, in which it exists as the polymer polygalacturonic acid. -- Wikipedia.",D-Galacturonate,HMDB0002545,b,b,C08348,D-GALACTURONATE,FDB001161,b,b,b,b
4824,15039,a,a,33830,KEGG COMPOUND accession,C08348,pect,9000-69-5,47954.0,"Human Metabolome Database (HMDB): Pectin is a heterosaccharide derived from the cell wall of plants. Pectins vary in their chain lengths, complexity and the order of each of the monosaccharide units. The characteristic structure of pectin is a linear chain of alpha(1-4)linked D-galacturonic acid that forms the pectin-backbone, a homogalacturonan.",Pectin,HMDB0003402,b,b,C08348,PECTIN,FDB023162,pect,[H]OC(=O)[C@@]1([H])O[C@]([H])(-*)[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O-*,AEMOLEFTQBMNLQ-DTEWXJGMSA-N,b
4825,15043,a,a,5263,KEGG COMPOUND accession,C10045,,,,,,,,,,,,,,,
4826,15052,a,a,30778,KEGG COMPOUND accession,C01424,,,,,,,,,,,,,,,
4827,15069,a,a,28892,KEGG COMPOUND accession,C01808,,,,,,,,,,,,,,,
4828,15070,a,a,27587,KEGG COMPOUND accession,C09751,,,,,,,,,,,,,,,
4829,15074,a,a,5277,KEGG COMPOUND accession,C09779,,,,,,,,,,,,,,,
4830,15078,a,a,5279,KEGG COMPOUND accession,C10063,,,,,,,,,,,,,,,
4831,15080,a,a,5280,KEGG COMPOUND accession,C07661,,,,,,,,,,,,,,,
4832,15084,a,a,17037,KEGG COMPOUND accession,C02151,,,,,,,,,,,,,,,
4833,15087,a,a,5283,KEGG COMPOUND accession,C09197,,,,,,,,,,,,,,,
4834,15089,a,a,27776,KEGG COMPOUND accession,C09200,,,,,,,,,,,,,,,
4835,15097,a,a,5291,KEGG COMPOUND accession,C01498,,,,,,,,,,,,,,,
4836,15098,a,a,5292,KEGG COMPOUND accession,C11222,,,,,,,,,,,,,,,
4837,15104,a,a,175901,KEGG COMPOUND accession,C07650,,,,,,,,,,,,,,,
4838,15118,a,a,28088,KEGG COMPOUND accession,C06563,,,,,,,,,,,,,,,
4839,15122,a,a,27514,KEGG COMPOUND accession,C09126,,,,,,,,,,,,,,,
4840,15125,a,a,5304,KEGG COMPOUND accession,C10420,,,,,,,,,,,,,,,
4841,15127,a,a,75718,KEGG COMPOUND accession,C10046,,,,,,,,,,,,,,,
4842,15129,a,a,17833,KEGG COMPOUND accession,C00505,,,,,,,,,,,,,,,
4843,15132,a,a,28418,KEGG COMPOUND accession,C01917,,,,,,,,,,,,,,,
4844,15134,a,a,28417,KEGG COMPOUND accession,C01918,,,,,,,,,,,,,,,
