chebi,name,definition,compound_id,type,accession_number,abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
10,7968,penicilloic acid,A thiazolidinedicarboxylic acid obtained via hydrolysis of the beta-lactam ring of a penicillin.,2700,CAS Registry Number,94421-68-8,C11695,94421-68-8,2700.0,"Human Metabolome Database (HMDB): Anandamide is a highly potent endogenous agonist of the cannabinoid CB1 and CB2 receptors. CB1 receptors are predominantly found in the central nervous system (CNS) where they mainly mediate the psychotropic effects of Tetrahydrocannabinol (THC) and endocannabinoids, whereas the expression of the CB2 receptor is thought to be restricted to cells of the immune system. It was suggested that AEA might inhibit tumor cell proliferation or induce apoptosis independently of CB1 and CB2 receptors, via interaction with the type 1 vanilloid receptor (VR1). VR1 is an ion channel expressed almost exclusively by sensory neurons, activated by pH, noxious heat (>48 degree centigrade) and plant toxins and is thought to play an important role in nociception. Cervical cancer cells are sensitive to AEA-induced apoptosis via VR1 that is aberrantly expressed in vitro and in vivo while CB1 and CB2 receptors play a protective role. (PMID 15047233). Novel prostaglandins (prostaglandin glycerol esters and prostaglandin ethanolamides) are COX-2 oxidative metabolites of endogenous cannabinoids (such as Anandamide). Recent evidence suggests that these new types of prostaglandins are likely novel signaling mediators involved in synaptic transmission and plasticity. (PMID 16957004).",Anandamide,HMDB0004080,b,b,C11695,CPD-7598,FDB023303,C11695,[H]OC([H])([H])C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],LGEQQWMQCRIYKG-DOFZRALJSA-N,"InChI=1S/C22H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22(25)23-20-21-24/h6-7,9-10,12-13,15-16,24H,2-5,8,11,14,17-21H2,1H3,(H,23,25)/b7-6-,10-9-,13-12-,16-15-"
11,7497,nelfinavir mesylate,A methanesulfonate (mesylate) salt prepared from equimolar amounts of nelfinavir and methanesulfonic acid. It is used for treatment of HIV and also exhibits some anticancer properties.,2504,CAS Registry Number,1162-65-8,aflatoxin,1162-65-8,2504.0,"Human Metabolome Database (HMDB): Aflatoxins are naturally occurring mycotoxins that are produced by many species of Aspergillus, a fungus, most notably Aspergillus flavus and Aspergillus parasiticus. At least 13 different types of aflatoxin are produced in nature. Aflatoxin B1 is considered the most toxic and is produced by both Aspergillus flavus and Aspergillus parasiticus. The native habitat of Aspergillus is in soil, decaying vegetation, hay, and grains undergoing microbiological deterioration and it invades all types of organic substrates whenever conditions are favorable for its growth. Favorable conditions include high moisture content (at least 7%) and high temperature. Aflatoxins B1 (AFB1) are contaminants of improperly stored foods; they are potent genotoxic and carcinogenic compounds, exerting their effects through damage to DNA. They can also induce mutations that increase oxidative damage. (PMID: 17214555). Crops which are frequently affected by Aspergillus contamination include cereals (maize, sorghum, pearl millet, rice, wheat), oilseeds (peanut, soybean, sunflower, cotton), spices (chile peppers, black pepper, coriander, turmeric, ginger), and tree nuts (almond, pistachio, walnut, coconut, brazil nut).",Aflatoxin B1,HMDB0006552,b,b,C06800,CPD-4592,FDB014816,aflatoxin,[H]C1=C([H])[C@@]2([H])C3=C4OC(=O)C5=C(C4=C(OC([H])([H])[H])C([H])=C3O[C@@]2([H])O1)C([H])([H])C([H])([H])C5=O,OQIQSTLJSLGHID-WNWIJWBNSA-N,"InChI=1S/C17H12O6/c1-20-10-6-11-14(8-4-5-21-17(8)22-11)15-13(10)7-2-3-9(18)12(7)16(19)23-15/h4-6,8,17H,2-3H2,1H3/t8-,17+/m0/s1"
12,6899,metoclopramide hydrochloride,A hydrate that is the monohydrate form of metoclopramide monohydrochloride.,15343,CAS Registry Number,75-07-0,acald,75-07-0,15343.0,"Human Metabolome Database (HMDB): Acetaldehyde is a colorless, flammable liquid used in the manufacture of acetic acid, perfumes, and flavors. It is also an intermediate in the metabolism of alcohol. It has a general narcotic action and also causes irritation of mucous membranes. Large doses may cause death from respiratory paralysis. Small amounts of acetaldehyde are produced naturally through gut microbial fermentation. Acetaldehyde is produced through the action of alcohol dehydrogenase on ethanol and is somewhate more toxic than ethanol. Acetaldehyde is linked to most of the negative clinical effects of alcohol. It has been shown to increase the risk of developing cirrhosis of the liver, multiple forms of cancer, and alcoholism. Acetaldehyde is found to be associated with aldehyde dehydrogenase deficiency, which is an inborn error of metabolism.",Acetaldehyde,HMDB0000990,b,b,C00084,ACETALD,FDB008297,acald,[H]C(=O)C([H])([H])[H],IKHGUXGNUITLKF-UHFFFAOYSA-N,"InChI=1S/C2H4O/c1-2-3/h2H,1H3"
13,72801,5-HEPE,"A hydroxyicosapentaenoic acid that consists of 6E,8Z,11Z,14Z,17Z-icosapentaenoic acid with the hydroxy group located at position 5.",15343,CAS Registry Number,75-07-0,acald,75-07-0,15343.0,"Human Metabolome Database (HMDB): Acetaldehyde is a colorless, flammable liquid used in the manufacture of acetic acid, perfumes, and flavors. It is also an intermediate in the metabolism of alcohol. It has a general narcotic action and also causes irritation of mucous membranes. Large doses may cause death from respiratory paralysis. Small amounts of acetaldehyde are produced naturally through gut microbial fermentation. Acetaldehyde is produced through the action of alcohol dehydrogenase on ethanol and is somewhate more toxic than ethanol. Acetaldehyde is linked to most of the negative clinical effects of alcohol. It has been shown to increase the risk of developing cirrhosis of the liver, multiple forms of cancer, and alcoholism. Acetaldehyde is found to be associated with aldehyde dehydrogenase deficiency, which is an inborn error of metabolism.",Acetaldehyde,HMDB0000990,b,b,C00084,ACETALD,FDB008297,acald,[H]C(=O)C([H])([H])[H],IKHGUXGNUITLKF-UHFFFAOYSA-N,"InChI=1S/C2H4O/c1-2-3/h2H,1H3"
14,8892,rosiglitazone maleate,a,17033,CAS Registry Number,114-25-0,biliverd,114-25-0,17033.0,"Human Metabolome Database (HMDB): Biliverdin is a green pigment formed as a byproduct of hemoglobin breakdown. It consists of four linearly connected pyrrole rings (a tetrapyrrole). Biliverdin is formed when the heme group in hemoglobin is cleaved at its alpha-methene bridge. The resulting biliverdin is then reduced to bilirubin, a yellow pigment, by the enzyme biliverdin reductase. The changing color of a bruise from deep purple to yellow over time is a graphical indicator of this reaction. Biosynthesized from hemoglobin as a precursor of bilirubin. Occurs in the bile of amphibia and of birds, but not in normal human bile or serum.",Biliverdin,HMDB0001008,b,b,C00500,BILIVERDINE,FDB022366,biliverd,[H]OC1=N\C(=C(\[H])C2=N\C(=C(\[H])C3=C(C(=C(N3[H])C(\[H])=C3/N=C(O[H])C(=C3C([H])=C([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)\C(=C2C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)C(=C1C([H])=C([H])[H])C([H])([H])[H],QBUVFDKTZJNUPP-BBROENKCSA-L,"InChI=1S/C33H34N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-15,35H,1-2,9-12H2,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/p-2/b26-13-,27-14-,28-15-"
15,84370,cladoniamide E,"An organic heteropentacyclic compound that is 7,12-dihydro-6H-pyrido[1,2-a:3,4-b']diindole substituted by chloro groups at positions 2 and 9, a hydroxy group and an N-methyl carbamyl group at position 6, a methoxy group at position 13, and an oxo group at position 7 (the 6R stereoisomer). It is isolated from the culture broth of Streptomyces uncialis.",17033,CAS Registry Number,114-25-0,biliverd,114-25-0,17033.0,"Human Metabolome Database (HMDB): Biliverdin is a green pigment formed as a byproduct of hemoglobin breakdown. It consists of four linearly connected pyrrole rings (a tetrapyrrole). Biliverdin is formed when the heme group in hemoglobin is cleaved at its alpha-methene bridge. The resulting biliverdin is then reduced to bilirubin, a yellow pigment, by the enzyme biliverdin reductase. The changing color of a bruise from deep purple to yellow over time is a graphical indicator of this reaction. Biosynthesized from hemoglobin as a precursor of bilirubin. Occurs in the bile of amphibia and of birds, but not in normal human bile or serum.",Biliverdin,HMDB0001008,b,b,C00500,BILIVERDINE,FDB022366,biliverd,[H]OC1=N\C(=C(\[H])C2=N\C(=C(\[H])C3=C(C(=C(N3[H])C(\[H])=C3/N=C(O[H])C(=C3C([H])=C([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)\C(=C2C([H])([H])[H])C([H])([H])C([H])([H])C([O-])=O)C(=C1C([H])=C([H])[H])C([H])([H])[H],QBUVFDKTZJNUPP-BBROENKCSA-L,"InChI=1S/C33H34N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h7-8,13-15,35H,1-2,9-12H2,3-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/p-2/b26-13-,27-14-,28-15-"
16,18961,1-(3-aminopropyl)pyrrolinium,An organic cation that is 1-pyrroline bearing an N-(3-aminopropyl) substituent.,17053,CAS Registry Number,56-84-8,asp_L,56-84-8,17053.0,"Human Metabolome Database (HMDB): Aspartic acid (Asp, D), also known as aspartate, the name of its anion, is one of the 20 natural proteinogenic amino acids which are the building blocks of proteins. As its name indicates, aspartic acid is the carboxylic acid analog of asparagine. As a neurotransmitter, aspartic acid may provide resistance to fatigue and thus lead to endurance, although the evidence to support this idea is not strong. (http://en.wikipedia.org/wiki/Aspartic_acid) Aspartic acid is a nonessential amino acid which is made from glutamic acid by enzymes using vitamin B6. The amino acid has important roles in the urea cycle and DNA metabolism. Aspartic acid is a major excitatory neurotransmitter, which is sometimes found to be increased in epileptic and stroke patients. It is decreased in depressed patients and in patients with brain atrophy. Aspartic acid supplements are being evaluated. Five grams can raise blood levels. Magnesium and zinc may be natural inhibitors of some of the actions of aspartic acid. Aspartic acid, with the amino acid phenylalanine, is a part of a new natural sweetener, aspartame. This sweetener is an advance in artificial sweeteners, and is probably safe in normal doses to all except phenylketonurics. The jury is still out on the long term effects it has on many brain neurohormones. Aspartic acid may be a significant immunostimulant of the thymus and can protect against some of the damaging effects of radiation. Many claims have been made for the special value of administering aspartic acid in the form of potassium and magnesium salts. Since aspartic acid is relatively nontoxic, studies are now in progress to elucidate its pharmacological and therapeutic roles. (http://www.dcnutrition.com/AminoAcids).",L-Aspartic acid,HMDB0000191,b,b,C00049,L-ASPARTATE,FDB012567,asp_L,[H][N+]([H])([H])[C@]([H])(C([O-])=O)C([H])([H])C([O-])=O,CKLJMWTZIZZHCS-REOHCLBHSA-M,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/p-1/t2-/m0/s1"
17,5395,glucoalyssin,A thia-glucosinolic acid that is glucoberteroin in which the sulfur atom of the methyl thioether group has been oxidised to the corresponding sulfoxide.,2089,CAS Registry Number,608-07-1,5moxact,608-07-1,235589.0,"Human Metabolome Database (HMDB): 5-methoxyindoleacetic acid(5-MIAA) is formed through oxidative deamination. It is identified in the urine, and the concentration is determined to be 1.3 micro g/mL using gas chromatography-mass spectrometry.(PMID: 12908946). There is increase in urinary 5-MIAA-excretion was shown in patients with cancer of the stomach, rectum and lung. (PMID: 2446428).",5-Methoxyindoleacetate,HMDB0004096,b,b,C05660,b,FDB023312,b,[H]N1C([H])=C(C2=C([H])C(OC([H])([H])[H])=C([H])C([H])=C12)C([H])([H])C([O-])=O,COCNDHOPIHDTHK-UHFFFAOYSA-M,"InChI=1S/C11H11NO3/c1-15-8-2-3-10-9(5-8)7(6-12-10)4-11(13)14/h2-3,5-6,12H,4H2,1H3,(H,13,14)/p-1"
18,19227,2'-O-methyluridine,A methyluridine that consists of uridine bearing a single methyl substituent located at position O-2' on the ribose ring.,17587,CAS Registry Number,1128-23-0,gullac,1128-23-0,17587.0,"Human Metabolome Database (HMDB): L-Gulonolactone (also known as reduced ascorbic acid, RAA) is the substrate of the enzyme L-gulono-1,4-lactone oxidoreductase (EC 1.1.3.8), which catalyzes the last step of the biosynthesis of L-ascorbic acid (vitamin C) in plants and animals. The enzyme L-Gulono-1,4-lactone oxidase is missing in scurvy-prone, vitamin C-deficient animals, such as humans. L-Gulonolactone is present in human blood and has been used as one of the markers to compare changes in exercise-induced oxidative stress. (PMID: 16956367, 16494601).",L-Gulonolactone,HMDB0003466,b,b,C01040,2-KETO-L-GULONOLACTONE,FDB023179,gullac,[H]OC([H])([H])[C@]([H])(O[H])[C@@]1([H])OC(=O)[C@@]([H])(O[H])[C@@]1([H])O[H],SXZYCXMUPBBULW-SKNVOMKLSA-N,"InChI=1S/C6H10O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2-5,7-10H,1H2/t2-,3+,4-,5+/m0/s1"
19,3680,chrysanthemic acid,A monocarboxylic acid that is cyclopropanecarboxylic acid substituted by two methyl groups at position 2 and a 2-methylprop-1-en-1-yl group at position 3.,1438,CAS Registry Number,646-01-5,M00684,646-01-5,1438.0,Human Metabolome Database (HMDB): 3-methylthiopropionate is one of the metabolites of methionine (especially of D-methionine) and pharmacokinetics of 3-MTP in urine seems to contribute to the clinicopathological investigation of the liver cirrhosis. (PMID 3997054).,3-Methylthiopropionic acid,HMDB0001527,b,b,C08276,CPD-86,FDB022672,b,[H]OC(=O)C([H])([H])C([H])([H])SC([H])([H])[H],CAOMCZAIALVUPA-UHFFFAOYSA-N,"InChI=1S/C4H8O2S/c1-7-3-2-4(5)6/h2-3H2,1H3,(H,5,6)"
20,5065,fisetin 8-C-glucoside,A  flavone C-glycoside that is fisetin substituted by a beta-D-glucopyranosyl residue at position 8 via a C-glycosidic linkage.,17319,CAS Registry Number,4754-39-6,dad_5,4754-39-6,17319.0,"Human Metabolome Database (HMDB): 5'-Deoxyadenosine is an oxidized nucleoside found in the urine of normal subjects. Oxidized nucleosides represent excellent biomarkers for determining the extent of damage in genetic material, which has long been of interest in understanding the mechanism of aging, neurodegenerative diseases, and carcinogenesis. (PMID 15116424). The normal form of deoxyadenosine used in DNA synthesis and repair is 2'-deoxyadenosine where the hydroxyl group (-OH) is at the 2' position of its ribose sugar moiety. 5'-deoxyadenosine has its hydroxyl group at the 5' position of the ribose sugar.",5'-Deoxyadenosine,HMDB0001983,b,b,C05198,CH33ADO,FDB022781,b,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])[H])[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],XGYIMTFOTBMPFP-KQYNXXCUSA-N,"InChI=1S/C10H13N5O3/c1-4-6(16)7(17)10(18-4)15-3-14-5-8(11)12-2-13-9(5)15/h2-4,6-7,10,16-17H,1H3,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1"
21,19327,"2-hydroxy-6-(2-hydroxyphenoxy)-6-oxo-cis,cis-hexa-2,4-dienoate",a,15603,CAS Registry Number,61-90-5,leu_L,61-90-5,15603.0,"Human Metabolome Database (HMDB): L-leucine, also known as leu or 2-amino-4-methylvaleric acid, belongs to leucine and derivatives class of compounds. Those are compounds containing leucine or a derivative thereof resulting from reaction of leucine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom. L-leucine is soluble (in water) and a moderately acidic compound (based on its pKa). L-leucine can be found primarily in most biofluids, including blood, cerebrospinal fluid (CSF), feces, and sweat, as well as throughout most human tissues. Within the cell, L-leucine is primarily located in the mitochondria. It can also be found in the extracellular space. L-leucine exists in all living species, ranging from bacteria to humans. L-leucine is a non-carcinogenic (not listed by IARC) potentially toxic compound. Leucine (abbreviated as Leu or L) is an α-amino acid that is used in the biosynthesis of proteins. It contains an α-amino group (which is in the protonated −NH3+ form under biological conditions), an α-carboxylic acid group (which is in the deprotonated −COO− form under biological conditions), and a side chain isobutyl group, making it a non-polar aliphatic amino acid. It is essential in humans, meaning the body cannot synthesize it: it must be obtained from the diet. Human dietary sources are foods that contain protein, such as meats, dairy products, soy products, beans and legumes. In the genetic code it is encoded by the six codons UUA, UUG, CUU, CUC, CUA, and CUG (Wikipedia). This group of essential amino acids are identified as the branched-chain amino acids, BCAAs. Branched chain amino acids (BCAA) are essential amino acids whose carbon structure is marked by a branch point. These three amino acids are critical to human life and are particularly involved in stress, energy and muscle metabolism. BCAA supplementation as therapy, both oral and intravenous, in human health and disease holds great promise. 'BCAA' denotes valine, isoleucine and leucine which are branched chain essential amino acids. Despite their structural similarities, the branched amino acids have different metabolic routes, with valine going solely to carbohydrates, leucine solely to fats and isoleucine to both. The different metabolism accounts for different requirements for these essential amino acids in humans: 12 mg/kg, 14 mg/kg and 16 mg/kg of valine, leucine and isoleucine respectively. Furthermore, these amino acids have different deficiency symptoms. Valine deficiency is marked by neurological defects in the brain, while isoleucine deficiency is marked by muscle tremors. Many types of inborn errors of BCAA metabolism exist, and are marked by various abnormalities. The most common form is the maple syrup urine disease, marked by a characteristic urinary odor. Other abnormalities are associated with a wide range of symptoms, such as mental retardation, ataxia, hypoglycemia, spinal muscle atrophy, rash, vomiting and excessive muscle movement. Most forms of BCAA metabolism errors are corrected by dietary restriction of BCAA and at least one form is correctable by supplementation with 10 mg of biotin daily. BCAA are useful because they are metabolized primarily by muscle. Stress stat- e.g surgery, trauma, cirrhosis, infections, fever and starvation--require proportionately more BCAA than other amino acids and probably proportionately more leucine than either valine or isoleucine. BCAA and other amino acids are frequently fed intravenously (TPN) to malnourished surgical patients and in some cases of severe trauma. BCAA, particularly leucine, stimulate protein synthesis, increase reutilization of amino acids in many organs and reduce protein breakdown. Furthermore, leucine can be an important source of calories, and is superior as fuel to the ubiquitous intravenous glucose (dextrose). Leucine also stimulates insulin release, which in turn stimulates protein synthesis and inhibits protein breakdown. These effects are particularly useful in athletic training. BCAA should also replace the use of steroids as commonly used by weightlifters. Huntington's chorea and anorexic disorders both are characterized by low serum BCAA. These diseases, as well as forms of Parkinson's, may respond to BCAA therapy. BCAA, and particularly leucine, are among the amino acids most essential for muscle health (http://www.dcnutrition.com).",L-Leucine,HMDB0000687,b,b,C00123,LEU,FDB001946,leu_L,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],ROHFNLRQFUQHCH-YFKPBYRVSA-N,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1"
22,89731,1-palmitoleoyl-2-palmitoyl-sn-glycero-3-phosphocholine,A phosphatidylcholine 16:0_16:1 in which the acyl groups specified at positions 1 and 2 are palmitoleoyl and palmitoyl respectively.,15603,CAS Registry Number,61-90-5,leu_L,61-90-5,15603.0,"Human Metabolome Database (HMDB): L-leucine, also known as leu or 2-amino-4-methylvaleric acid, belongs to leucine and derivatives class of compounds. Those are compounds containing leucine or a derivative thereof resulting from reaction of leucine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom. L-leucine is soluble (in water) and a moderately acidic compound (based on its pKa). L-leucine can be found primarily in most biofluids, including blood, cerebrospinal fluid (CSF), feces, and sweat, as well as throughout most human tissues. Within the cell, L-leucine is primarily located in the mitochondria. It can also be found in the extracellular space. L-leucine exists in all living species, ranging from bacteria to humans. L-leucine is a non-carcinogenic (not listed by IARC) potentially toxic compound. Leucine (abbreviated as Leu or L) is an α-amino acid that is used in the biosynthesis of proteins. It contains an α-amino group (which is in the protonated −NH3+ form under biological conditions), an α-carboxylic acid group (which is in the deprotonated −COO− form under biological conditions), and a side chain isobutyl group, making it a non-polar aliphatic amino acid. It is essential in humans, meaning the body cannot synthesize it: it must be obtained from the diet. Human dietary sources are foods that contain protein, such as meats, dairy products, soy products, beans and legumes. In the genetic code it is encoded by the six codons UUA, UUG, CUU, CUC, CUA, and CUG (Wikipedia). This group of essential amino acids are identified as the branched-chain amino acids, BCAAs. Branched chain amino acids (BCAA) are essential amino acids whose carbon structure is marked by a branch point. These three amino acids are critical to human life and are particularly involved in stress, energy and muscle metabolism. BCAA supplementation as therapy, both oral and intravenous, in human health and disease holds great promise. 'BCAA' denotes valine, isoleucine and leucine which are branched chain essential amino acids. Despite their structural similarities, the branched amino acids have different metabolic routes, with valine going solely to carbohydrates, leucine solely to fats and isoleucine to both. The different metabolism accounts for different requirements for these essential amino acids in humans: 12 mg/kg, 14 mg/kg and 16 mg/kg of valine, leucine and isoleucine respectively. Furthermore, these amino acids have different deficiency symptoms. Valine deficiency is marked by neurological defects in the brain, while isoleucine deficiency is marked by muscle tremors. Many types of inborn errors of BCAA metabolism exist, and are marked by various abnormalities. The most common form is the maple syrup urine disease, marked by a characteristic urinary odor. Other abnormalities are associated with a wide range of symptoms, such as mental retardation, ataxia, hypoglycemia, spinal muscle atrophy, rash, vomiting and excessive muscle movement. Most forms of BCAA metabolism errors are corrected by dietary restriction of BCAA and at least one form is correctable by supplementation with 10 mg of biotin daily. BCAA are useful because they are metabolized primarily by muscle. Stress stat- e.g surgery, trauma, cirrhosis, infections, fever and starvation--require proportionately more BCAA than other amino acids and probably proportionately more leucine than either valine or isoleucine. BCAA and other amino acids are frequently fed intravenously (TPN) to malnourished surgical patients and in some cases of severe trauma. BCAA, particularly leucine, stimulate protein synthesis, increase reutilization of amino acids in many organs and reduce protein breakdown. Furthermore, leucine can be an important source of calories, and is superior as fuel to the ubiquitous intravenous glucose (dextrose). Leucine also stimulates insulin release, which in turn stimulates protein synthesis and inhibits protein breakdown. These effects are particularly useful in athletic training. BCAA should also replace the use of steroids as commonly used by weightlifters. Huntington's chorea and anorexic disorders both are characterized by low serum BCAA. These diseases, as well as forms of Parkinson's, may respond to BCAA therapy. BCAA, and particularly leucine, are among the amino acids most essential for muscle health (http://www.dcnutrition.com).",L-Leucine,HMDB0000687,b,b,C00123,LEU,FDB001946,leu_L,[H]OC(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],ROHFNLRQFUQHCH-YFKPBYRVSA-N,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1"
23,19565,2-deoxyribose 5-phosphate,a,16857,CAS Registry Number,72-19-5,thr_L,72-19-5,16857.0,"Human Metabolome Database (HMDB): Threonine is an essential amino acid in humans. It is abundant in human plasma, particularly in newborns. Severe deficiency of threonine causes neurological dysfunction and lameness in experimental animals. Threonine is an immunostimulant which promotes the growth of thymus gland. It also can probably promote cell immune defense function. This amino acid has been useful in the treatment of genetic spasticity disorders and multiple sclerosis at a dose of 1 gram daily. It is highly concentrated in meat products, cottage cheese and wheat germ. (http://www.dcnutrition.com/AminoAcids/) The threonine content of most of the infant formulas currently on the market is approximately 20% higher than the threonine concentration in human milk. Due to this high threonine content the plasma threonine concentrations are up to twice as high in premature infants fed these formulas than in infants fed human milk. The whey proteins which are used for infant formulas are sweet whey proteins. Sweet whey results from cheese production. Threonine catabolism in mammals appears to be due primarily (70-80%) to the activity of threonine dehydrogenase (EC 1.1.1.103) that oxidizes threonine to 2-amino-3-oxobutyrate, which forms glycine and acetyl CoA, whereas threonine dehydratase (EC 4.2.1.16) that catabolizes threonine into 2-oxobutyrate and ammonia, is significantly less active. Increasing the threonine plasma concentrations leads to accumulation of threonine and glycine in the brain. Such accumulation affects the neurotransmitter balance which may have consequences for the brain development during early postnatal life. Thus, excessive threonine intake during infant feeding should be avoided. (PMID 9853925).",L-Threonine,HMDB0000167,b,b,C00188,THR,FDB011999,thr_L,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],AYFVYJQAPQTCCC-GBXIJSLDSA-N,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1"
24,26385,purine alkaloid,a,28747,CAS Registry Number,98-98-6,C10164,98-98-6,28747.0,"Human Metabolome Database (HMDB): Picolinic acid is a metabolite of the tryptophan catabolism. Picolinic acid is produced under inflammatory conditions and a costimulus with interferon-gamma (IFNgamma) of macrophage (Mphi) effector functions, is a selective inducer of the Mphi inflammatory protein-1alpha (MIP-1alpha) and -1beta (MIPs), two chemokines/cytokines involved in the elicitation of the inflammatory reactions and in the development of the Th1 responses. IFNgamma and picolinic acid have reciprocal effects on the production of MIPs chemokines and the expression of their receptor. The concerted action of IFNgamma and picolinic acid on MIP-1alpha/beta chemokine/receptor system is likely to be of pathophysiological significance and to represent an important regulatory mechanism for leukocyte recruitment and distribution into damaged tissues during inflammatory responses. Picolinic acid has an effect on the production of L-arginine-derived reactive nitrogen intermediates in macrophages, by augmenting IFN-gamma-induced NO2- production, and acts synergistically with IFN-gamma in activating macrophages. Children with acrodermatitis enteropathica (AE) are treated with oral zinc dipicolinate (zinc-PA). The concentration of picolinic acid in the plasma of asymptomatic children with AE was significantly less than that of normal children. However, oral treatment with PA alone is ineffective. The results support the hypothesis that the genetic defect in AE is in the tryptophan pathway, although the role of PA in zinc metabolism remains to be defined. (PMID: 15206716, 8473748, 1701787, 6694049).",Picolinic acid,HMDB0002243,b,b,C10164,CPD-5062,FDB022926,C10164,[H]C1=NC(=C([H])C([H])=C1[H])C([O-])=O,SIOXPEMLGUPBBT-UHFFFAOYSA-M,"InChI=1S/C6H5NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H,(H,8,9)/p-1"
25,26069,phosphonic acids,HP(=O)(OH)2  (phosphonic acid) and its P-substituted derivatives.,30745,CAS Registry Number,103-82-2,pac,103-82-2,30745.0,"Human Metabolome Database (HMDB): Phenyl acetate (or phenylacetate) is a carboxylic acid ester that has been found in the biofluids of patients with nephritis and/or hepatitis as well as patients with phenylketonuria (PKU), an inborn error of metabolism. Excess phenylalanine in the body can be disposed of through a transamination process leading to the production of phenylpyruvate. The phenylpyruvate can be further metabolized into a number of products. Decarboxylation of phenylpyruvate gives phenylacetate, while a reduction reaction gives phenyllactate. The phenylacetate can be further conjugated with glutamine to give phenylacetyl glutamine. All of these metabolites can be detected in serum and urine of PKU patients. Phenyl acetate is also produced endogenously as the metabolite of 2-Phenylethylamine, which is mainly metabolized by monoamine oxidase to form phenyl acetate. 2-phenylethylamine is an ""endogenous amphetamine"" which may modulate central adrenergic functions, and the urinary phenyl acetate levels have been postulated as a marker for depression. (PMID: 17978765, 476920, 6857245). Phenylacetate is also found in essential oils, e.g. neroli, rose oil, free and as esters' and in many fruits. As a result it is used as a perfumery and flavoring ingredient.",Phenylacetic acid,HMDB0000209,b,b,C07086,PHENYLACETATE,FDB010558,pac,[H]C1=C([H])C([H])=C(C([H])=C1[H])C([H])([H])C([O-])=O,WLJVXDMOQOGPHL-UHFFFAOYSA-M,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)/p-1"
