	chebi	name	definition	compound_id	type	accession_number
12638	19740	a	a	18411	CAS Registry Number	34980-39-7
12639	19741	a	a	6364	KEGG COMPOUND accession	C00771
12640	19758	a	a	6373	KEGG COMPOUND accession	C10075
12641	19759	a	a	6373	CAS Registry Number	81991-99-3
12642	19764	a	a	16521	CAS Registry Number	79-63-0
12643	19770	a	a	6377	CAS Registry Number	84-79-7
12644	19789	a	a	17269	KEGG COMPOUND accession	C02293
12645	19791	a	a	17269	CAS Registry Number	21730-91-6
12646	19796	a	a	6390	KEGG COMPOUND accession	C09492
12647	19797	a	a	6390	CAS Registry Number	35001-25-3
12648	19800	a	a	15521	KEGG COMPOUND accession	C01832
12649	19807	a	a	15521	CAS Registry Number	6244-92-4
12650	19808	a	a	27422	KEGG COMPOUND accession	C06251
12651	19811	a	a	44401	CAS Registry Number	83-72-7
12652	19815	a	a	28857	KEGG COMPOUND accession	C08492
12653	19816	a	a	28857	CAS Registry Number	928-96-1
12654	19818	a	a	28913	CAS Registry Number	6728-26-3
12655	19822	a	a	6402	KEGG COMPOUND accession	C07905
12656	19823	a	a	6402	CAS Registry Number	75706-12-6
12657	19833	a	a	6407	CAS Registry Number	2164-08-1
12658	19844	a	a	6413	KEGG COMPOUND accession	C08163
12659	19845	a	a	6413	CAS Registry Number	112809-51-5
12660	19847	a	a	6415	KEGG COMPOUND accession	C11331
12661	19849	a	a	15758	KEGG COMPOUND accession	C05906
12662	19852	a	a	15758	CAS Registry Number	480-17-1
12663	19853	a	a	6417	KEGG COMPOUND accession	C05909
12664	19858	a	a	15651	KEGG COMPOUND accession	C00909
12665	19862	a	a	15651	CAS Registry Number	72059-45-1
12666	19863	a	a	15647	KEGG COMPOUND accession	C02165
12667	19866	a	a	15647	CAS Registry Number	71160-24-2
12668	19867	a	a	16978	KEGG COMPOUND accession	C02166
12669	19870	a	a	16978	CAS Registry Number	72025-60-6
12670	19871	a	a	28666	KEGG COMPOUND accession	C05951
12671	19873	a	a	15650	KEGG COMPOUND accession	C05952
12672	19876	a	a	6427	KEGG COMPOUND accession	C07612
12673	19877	a	a	6427	CAS Registry Number	53714-56-0
12674	19887	a	a	6432	CAS Registry Number	14769-73-4
12675	19890	a	a	28796	KEGG COMPOUND accession	C01355
12676	19892	a	a	28796	CAS Registry Number	9013-95-0
12677	19897	a	a	6437	KEGG COMPOUND accession	C07841
12678	19898	a	a	6437	CAS Registry Number	102767-28-2
12679	19899	a	a	6438	KEGG COMPOUND accession	C07914
12680	19900	a	a	6438	CAS Registry Number	47141-42-4
12681	19903	a	a	63598	KEGG COMPOUND accession	C07660
12682	19905	a	a	6441	KEGG COMPOUND accession	C08012
12683	19909	a	a	6443	KEGG COMPOUND accession	C08149
12684	19915	a	a	6446	KEGG COMPOUND accession	C08212
12685	19926	a	a	6452	KEGG COMPOUND accession	C00478
12686	19927	a	a	6452	CAS Registry Number	1402-10-4
12687	19930	a	a	18131	KEGG COMPOUND accession	C01592
12688	19932	a	a	18131	CAS Registry Number	61153-76-2
12689	19933	a	a	28620	KEGG COMPOUND accession	C10486
12690	19934	a	a	28620	CAS Registry Number	66056-19-7
12691	19935	a	a	6456	KEGG COMPOUND accession	C07073
12692	19940	a	a	28866	KEGG COMPOUND accession	C08320
12693	19941	a	a	28866	CAS Registry Number	557-59-5
12694	19945	a	a	27733	CAS Registry Number	81967-88-6
12695	19947	a	a	6461	CAS Registry Number	110011-49-9
12696	19949	a	a	15384	KEGG COMPOUND accession	C06078
12697	19958	a	a	16226	KEGG COMPOUND accession	C03514
12698	19962	a	a	6469	KEGG COMPOUND accession	C09863
12699	19964	a	a	16441	KEGG COMPOUND accession	C01594
12700	19966	a	a	16441	CAS Registry Number	554-35-8
12701	19968	a	a	6472	KEGG COMPOUND accession	C06812
12702	19969	a	a	6472	CAS Registry Number	154-21-2
12703	19970	a	a	32888	KEGG COMPOUND accession	C07075
12704	19971	a	a	32888	CAS Registry Number	58-89-9
12705	19977	a	a	63607	KEGG COMPOUND accession	C08146
12706	19978	a	a	63607	CAS Registry Number	165800-03-3
12707	19986	a	a	17351	CAS Registry Number	60-33-3
12708	19987	a	a	15530	KEGG COMPOUND accession	C02050
12709	19990	a	a	6482	KEGG COMPOUND accession	C11007
12710	19991	a	a	6482	CAS Registry Number	330-55-2
12711	19998	a	a	18059	KEGG COMPOUND accession	C01356
12712	29059	a	a	9066	KEGG COMPOUND accession	C05691
12713	29070	a	a	41865	CAS Registry Number	111-20-6
12714	29072	a	a	28818	CAS Registry Number	55721-11-4
12715	29079	a	a	18002	KEGG COMPOUND accession	C01852
12716	29092	a	a	16802	KEGG COMPOUND accession	C02076
12717	29095	a	a	17969	KEGG COMPOUND accession	C00447
12718	29100	a	a	9082	KEGG COMPOUND accession	C06222
12719	27800	a	a	8687	CAS Registry Number	7187-62-4
12720	28403	a	a	8884	KEGG COMPOUND accession	C07556
12721	28840	a	a	17728	KEGG COMPOUND accession	C03172
12722	28916	a	a	16464	CAS Registry Number	90-01-7
12723	28929	a	a	9008	CAS Registry Number	487-54-7
12724	28962	a	a	9024	KEGG COMPOUND accession	C10180
12725	29040	a	a	16065	KEGG COMPOUND accession	C01527
12726	29047	a	a	9061	KEGG COMPOUND accession	C10183
12727	29048	a	a	9061	CAS Registry Number	55084-08-7
12728	29049	a	a	9062	KEGG COMPOUND accession	C10184
12729	29050	a	a	9062	CAS Registry Number	529-53-3
12730	29322	a	a	9171	CAS Registry Number	83-34-1
12731	28910	a	a	17814	CAS Registry Number	138-52-3
12732	28237	a	a	17898	KEGG COMPOUND accession	C00376
12733	20006	a	a	17460	KEGG COMPOUND accession	C00248
12734	20014	a	a	30314	CAS Registry Number	62-46-4
12735	20023	a	a	6495	KEGG COMPOUND accession	C01834
12736	20026	a	a	6498	KEGG COMPOUND accession	C06314
12737	20027	a	a	6499	KEGG COMPOUND accession	C06315
12738	20028	a	a	15804	KEGG COMPOUND accession	C02051
12739	20031	a	a	28777	KEGG COMPOUND accession	C09762
12740	20037	a	a	6504	KEGG COMPOUND accession	C07964
12741	20038	a	a	6504	CAS Registry Number	554-13-2
12742	20047	a	a	48723	KEGG COMPOUND accession	C07475
12743	20048	a	a	48723	CAS Registry Number	90-69-7
12744	20049	a	a	6510	KEGG COMPOUND accession	C11676
12745	20055	a	a	30632	CAS Registry Number	22255-40-9
12746	20062	a	a	27799	KEGG COMPOUND accession	C08874
12747	20063	a	a	27799	CAS Registry Number	6869-51-8
12748	20066	a	a	116278	KEGG COMPOUND accession	C07078
12749	20068	a	a	6518	KEGG COMPOUND accession	C08053
12750	20069	a	a	6518	CAS Registry Number	98079-52-8
12751	20072	a	a	6520	KEGG COMPOUND accession	C07079
12752	20073	a	a	6520	CAS Registry Number	13010-47-4
12753	20074	a	a	6521	KEGG COMPOUND accession	C10491
12754	20075	a	a	6521	CAS Registry Number	22263-56-5
12755	20078	a	a	33184	KEGG COMPOUND accession	C02843
12756	20087	a	a	17176	KEGG COMPOUND accession	C00609
12757	20100	a	a	15904	KEGG COMPOUND accession	C00638
12758	20107	a	a	6530	CAS Registry Number	475-20-7
12759	20111	a	a	6532	CAS Registry Number	53179-11-6
12760	20116	a	a	18378	CAS Registry Number	481-25-4
12761	20124	a	a	6538	CAS Registry Number	79794-75-5
12762	20130	a	a	6541	CAS Registry Number	114798-26-4
12763	20133	a	a	6543	KEGG COMPOUND accession	C10495
12764	20135	a	a	40303	KEGG COMPOUND accession	C07074
12765	20142	a	a	50841	KEGG COMPOUND accession	C07104
12766	20143	a	a	50841	CAS Registry Number	1977-10-2
12767	20146	a	a	6550	KEGG COMPOUND accession	C11805
12768	20147	a	a	6550	CAS Registry Number	76956-02-0
12769	20148	a	a	27774	KEGG COMPOUND accession	C09700
12770	20150	a	a	51052	KEGG COMPOUND accession	C11715
12771	20151	a	a	51052	CAS Registry Number	479-50-5
12772	20152	a	a	6553	KEGG COMPOUND accession	C10102
12773	20158	a	a	6556	KEGG COMPOUND accession	C09869
12774	20162	a	a	17706	KEGG COMPOUND accession	C02555
12775	20164	a	a	6559	KEGG COMPOUND accession	C08335
12776	20168	a	a	17781	KEGG COMPOUND accession	C01727
12777	20170	a	a	17781	CAS Registry Number	1086-80-2
12778	20178	a	a	6566	KEGG COMPOUND accession	C10603
12779	20179	a	a	6566	CAS Registry Number	24185-51-1
12780	20186	a	a	6570	KEGG COMPOUND accession	C08628
12781	20187	a	a	6570	CAS Registry Number	545-47-1
12782	20192	a	a	6572	CAS Registry Number	67392-79-4
12783	20193	a	a	28012	KEGG COMPOUND accession	C10773
12784	20194	a	a	28012	CAS Registry Number	486-70-4
12785	20195	a	a	6574	KEGG COMPOUND accession	C10706
12786	20196	a	a	6574	CAS Registry Number	468-28-0
12787	20200	a	a	28838	CAS Registry Number	127-40-2
12788	20201	a	a	27448	KEGG COMPOUND accession	C08602
12789	20207	a	a	15864	CAS Registry Number	491-70-3
12790	20208	a	a	6579	KEGG COMPOUND accession	C10103
12791	20209	a	a	6579	CAS Registry Number	98767-38-5
12792	20210	a	a	37645	KEGG COMPOUND accession	C04900
12793	20215	a	a	27994	KEGG COMPOUND accession	C03951
12794	20217	a	a	18128	KEGG COMPOUND accession	C03515
12795	20220	a	a	6584	KEGG COMPOUND accession	C08652
12796	20222	a	a	27917	KEGG COMPOUND accession	C10498
12797	20223	a	a	27917	CAS Registry Number	41743-56-0
12798	20228	a	a	27603	KEGG COMPOUND accession	C08242
12799	20229	a	a	27603	CAS Registry Number	512-65-2
12800	20246	a	a	15948	CAS Registry Number	502-65-8
12801	20247	a	a	6597	KEGG COMPOUND accession	C09883
12802	20248	a	a	6597	CAS Registry Number	466-61-5
12803	20257	a	a	6602	KEGG COMPOUND accession	C08603
12804	20258	a	a	6602	CAS Registry Number	19891-74-8
12805	20262	a	a	6604	CAS Registry Number	82-58-6
12806	20263	a	a	6605	KEGG COMPOUND accession	C07542
12807	20264	a	a	6605	CAS Registry Number	50-37-3
12808	20274	a	a	6610	KEGG COMPOUND accession	C10604
12809	20275	a	a	6610	CAS Registry Number	32420-56-7
12810	20284	a	a	6618	KEGG COMPOUND accession	C11684
12811	20290	a	a	17101	KEGG COMPOUND accession	C06165
12812	20292	a	a	17101	CAS Registry Number	23594-80-1
12813	20299	a	a	17371	KEGG COMPOUND accession	C00744
12814	20311	a	a	6631	KEGG COMPOUND accession	C10605
12815	20312	a	a	6631	CAS Registry Number	4549-02-4
12816	20318	a	a	18420	KEGG COMPOUND accession	C00305
12817	20320	a	a	6636	KEGG COMPOUND accession	C07755
12818	20322	a	a	6637	KEGG COMPOUND accession	C07876
12819	20323	a	a	6637	CAS Registry Number	1309-42-8
12820	20324	a	a	15431	KEGG COMPOUND accession	C03516
12821	20326	a	a	15432	KEGG COMPOUND accession	C04536
12822	20338	a	a	6645	KEGG COMPOUND accession	C10658
12823	20342	a	a	6647	KEGG COMPOUND accession	C10234
12824	20343	a	a	6647	CAS Registry Number	88010-42-8
12825	20344	a	a	27620	KEGG COMPOUND accession	C08829
12826	20348	a	a	6650	KEGG COMPOUND accession	C00711
12827	20352	a	a	6651	KEGG COMPOUND accession	C07497
12828	20354	a	a	29045	KEGG COMPOUND accession	C01596
12829	20357	a	a	29045	CAS Registry Number	557-24-4
12830	20358	a	a	18300	KEGG COMPOUND accession	C01384
12831	20362	a	a	16072	KEGG COMPOUND accession	C07272
12832	20365	a	a	30859	KEGG COMPOUND accession	C02167
12833	20374	a	a	28334	KEGG COMPOUND accession	C06625
12834	20375	a	a	30794	KEGG COMPOUND accession	C00383
12835	20379	a	a	30794	CAS Registry Number	141-82-2
12836	20380	a	a	15531	KEGG COMPOUND accession	C00083
12837	20401	a	a	17330	KEGG COMPOUND accession	C01209
12838	20406	a	a	17155	KEGG COMPOUND accession	C04385
12839	20417	a	a	27445	CAS Registry Number	34620-77-4
12840	20418	a	a	17306	KEGG COMPOUND accession	C00208
12841	20427	a	a	17306	CAS Registry Number	69-79-4
12842	20428	a	a	15703	KEGG COMPOUND accession	C02995
12843	20433	a	a	28460	CAS Registry Number	34612-38-9
12844	20434	a	a	27931	KEGG COMPOUND accession	C01835
12845	20436	a	a	6673	KEGG COMPOUND accession	C08321
12846	20437	a	a	6673	CAS Registry Number	503-05-9
12847	20438	a	a	6674	KEGG COMPOUND accession	C08716
12848	20454	a	a	18291	KEGG COMPOUND accession	C00034
12849	20456	a	a	18291	CAS Registry Number	7439-96-5
12850	20457	a	a	6682	KEGG COMPOUND accession	C10077
12851	20458	a	a	6682	CAS Registry Number	4773-96-0
12852	20461	a	a	28808	KEGG COMPOUND accession	C00464
12853	20464	a	a	28808	CAS Registry Number	52002-03-6
12854	20466	a	a	27409	CAS Registry Number	73428-17-8
12855	20467	a	a	16899	KEGG COMPOUND accession	C00392
12856	20475	a	a	16899	CAS Registry Number	69-65-8
12857	20488	a	a	6694	KEGG COMPOUND accession	C08720
12858	20490	a	a	6695	KEGG COMPOUND accession	C09276
12859	20491	a	a	6695	CAS Registry Number	13849-08-6
12860	20516	a	a	28925	KEGG COMPOUND accession	C07115
12861	20517	a	a	28925	CAS Registry Number	51-75-2
12862	20520	a	a	6710	KEGG COMPOUND accession	C07117
12863	20521	a	a	6710	CAS Registry Number	644-62-2
12864	20528	a	a	6714	KEGG COMPOUND accession	C01729
12865	20531	a	a	6715	KEGG COMPOUND accession	C07119
12866	20533	a	a	6716	KEGG COMPOUND accession	C08150
12867	20535	a	a	6717	KEGG COMPOUND accession	C02168
12868	20545	a	a	6722	KEGG COMPOUND accession	C07120
12869	20547	a	a	6723	KEGG COMPOUND accession	C08151
12870	20548	a	a	6723	CAS Registry Number	595-33-5
12871	20549	a	a	27915	KEGG COMPOUND accession	C08737
12872	20561	a	a	16796	KEGG COMPOUND accession	C01598
12873	20566	a	a	6731	KEGG COMPOUND accession	C08243
12874	20574	a	a	28053	CAS Registry Number	585-99-9
12875	20579	a	a	6736	KEGG COMPOUND accession	C11198
12876	20580	a	a	6736	CAS Registry Number	20449-79-0
12877	20589	a	a	6741	KEGG COMPOUND accession	C08169
12878	20590	a	a	6741	CAS Registry Number	71125-38-7
12879	20599	a	a	6746	CAS Registry Number	481-85-6
12880	20600	a	a	28869	KEGG COMPOUND accession	C05377
12881	20603	a	a	16374	KEGG COMPOUND accession	C00828
12882	20608	a	a	6751	KEGG COMPOUND accession	C10919
12883	20609	a	a	6751	CAS Registry Number	110235-47-7
12884	20614	a	a	6754	KEGG COMPOUND accession	C07128
12885	20615	a	a	6754	CAS Registry Number	57-42-1
12886	20622	a	a	6758	KEGG COMPOUND accession	C07829
12887	20623	a	a	6758	CAS Registry Number	115-38-8
12888	20624	a	a	6759	KEGG COMPOUND accession	C07528
12889	20625	a	a	6759	CAS Registry Number	96-88-8
12890	20631	a	a	6762	CAS Registry Number	91-84-9
12891	20636	a	a	41218	KEGG COMPOUND accession	C00928
12892	20638	a	a	41218	CAS Registry Number	60-24-2
12893	20639	a	a	16208	KEGG COMPOUND accession	C00957
12894	20650	a	a	16600	KEGG COMPOUND accession	C01732
12895	20660	a	a	28346	CAS Registry Number	54-04-6
12896	20667	a	a	6780	KEGG COMPOUND accession	C07143
12897	20677	a	a	6785	KEGG COMPOUND accession	C10081
12898	20682	a	a	33521	KEGG COMPOUND accession	C00050
12899	20684	a	a	6790	KEGG COMPOUND accession	C10947
12900	20686	a	a	6791	KEGG COMPOUND accession	C10930
12901	20687	a	a	6791	CAS Registry Number	41394-05-2
12902	20692	a	a	6794	KEGG COMPOUND accession	C07146
12903	20705	a	a	6801	KEGG COMPOUND accession	C07151
12904	20711	a	a	6804	KEGG COMPOUND accession	C07471
12905	20713	a	a	6805	KEGG COMPOUND accession	C07654
12906	20718	a	a	6807	CAS Registry Number	76-99-3
12907	20721	a	a	6809	KEGG COMPOUND accession	C07164
12908	20728	a	a	16183	CAS Registry Number	74-82-8
12909	20731	a	a	27376	KEGG COMPOUND accession	C11145
12910	20732	a	a	27376	CAS Registry Number	75-75-2
12911	20733	a	a	16007	KEGG COMPOUND accession	C00409
12912	20737	a	a	16007	CAS Registry Number	74-93-1
12913	20738	a	a	17448	KEGG COMPOUND accession	C00862
12914	20742	a	a	17790	KEGG COMPOUND accession	C00132
12915	20768	a	a	6820	KEGG COMPOUND accession	C11114
12916	20775	a	a	6823	CAS Registry Number	1982-37-2
12917	20782	a	a	6827	KEGG COMPOUND accession	C07177
12918	20783	a	a	6827	CAS Registry Number	61-32-5
12919	20795	a	a	102216	KEGG COMPOUND accession	C07844
12920	20796	a	a	102216	CAS Registry Number	151-83-7
12921	20799	a	a	6835	KEGG COMPOUND accession	C11196
12922	20800	a	a	6835	CAS Registry Number	16752-77-5
12923	20806	a	a	44185	KEGG COMPOUND accession	C01937
12924	20807	a	a	44185	CAS Registry Number	59-05-2
12925	20808	a	a	6838	KEGG COMPOUND accession	C07192
12926	20810	a	a	6839	KEGG COMPOUND accession	C07513
12927	20811	a	a	6839	CAS Registry Number	390-28-3
12928	20816	a	a	6842	KEGG COMPOUND accession	C11043
12929	20817	a	a	6842	CAS Registry Number	72-43-5
12930	20818	a	a	6843	KEGG COMPOUND accession	C07517
12931	20840	a	a	17540	CAS Registry Number	1824-94-8
12932	20841	a	a	6856	KEGG COMPOUND accession	C10477
12933	20842	a	a	6856	CAS Registry Number	3843-74-1
12934	20845	a	a	28398	KEGG COMPOUND accession	C02845
12935	20846	a	a	28398	CAS Registry Number	78-93-3
12936	20849	a	a	27642	KEGG COMPOUND accession	C11344
12937	20851	a	a	28786	KEGG COMPOUND accession	C00225
12938	20870	a	a	16830	CAS Registry Number	74-89-5
12939	20871	a	a	29852	KEGG COMPOUND accession	C07294
12940	20874	a	a	29852	CAS Registry Number	124-58-3
12941	20875	a	a	17826	KEGG COMPOUND accession	C07295
12942	20880	a	a	29323	KEGG COMPOUND accession	C02390
12943	20882	a	a	29323	CAS Registry Number	590-96-5
12944	20883	a	a	28115	KEGG COMPOUND accession	C06453
12945	20888	a	a	6872	KEGG COMPOUND accession	C00220
12946	20889	a	a	6872	CAS Registry Number	61-73-4
12947	20894	a	a	17158	KEGG COMPOUND accession	C00546
12948	20905	a	a	17158	CAS Registry Number	78-98-8
12949	20906	a	a	16628	KEGG COMPOUND accession	C02294
12950	20908	a	a	16628	CAS Registry Number	471-29-4
12951	20911	a	a	16093	KEGG COMPOUND accession	C02295
12952	20914	a	a	15929	KEGG COMPOUND accession	C11512
12953	20918	a	a	30860	KEGG COMPOUND accession	C02170
12954	20923	a	a	30860	CAS Registry Number	516-05-2
12955	20924	a	a	16625	KEGG COMPOUND accession	C02557
12956	20928	a	a	16625	CAS Registry Number	1264-45-5
12957	20929	a	a	28216	KEGG COMPOUND accession	C11146
12958	20930	a	a	28216	CAS Registry Number	115-09-3
12959	20932	a	a	6885	KEGG COMPOUND accession	C06030
12960	20935	a	a	6887	KEGG COMPOUND accession	C07196
12961	20936	a	a	6887	CAS Registry Number	113-45-1
12962	20939	a	a	6889	KEGG COMPOUND accession	C08179
12963	20945	a	a	27436	KEGG COMPOUND accession	C07198
12964	20947	a	a	584020	KEGG COMPOUND accession	C07199
12965	20956	a	a	6897	CAS Registry Number	22664-55-7
12966	20965	a	a	6902	KEGG COMPOUND accession	C10953
12967	20969	a	a	6904	KEGG COMPOUND accession	C07202
12968	20976	a	a	6907	CAS Registry Number	19937-59-8
12969	20978	a	a	6908	CAS Registry Number	52-68-6
12970	20982	a	a	39678	CAS Registry Number	74223-64-6
12971	20983	a	a	44241	KEGG COMPOUND accession	C07205
12972	20985	a	a	6912	KEGG COMPOUND accession	C07921
12973	20986	a	a	6912	CAS Registry Number	672-87-7
12974	20987	a	a	17646	KEGG COMPOUND accession	C00772
12975	20996	a	a	6916	CAS Registry Number	31828-71-4
12976	21001	a	a	6919	KEGG COMPOUND accession	C07221
12977	21002	a	a	6919	CAS Registry Number	51481-65-3
12978	21013	a	a	6925	KEGG COMPOUND accession	C05371
12979	21014	a	a	6925	CAS Registry Number	101043-37-2
12980	21025	a	a	6931	KEGG COMPOUND accession	C07524
12981	21026	a	a	6931	CAS Registry Number	59467-70-8
12982	21028	a	a	6932	CAS Registry Number	59467-96-8
12983	21029	a	a	6933	KEGG COMPOUND accession	C07890
12984	21030	a	a	6933	CAS Registry Number	42794-76-3
12985	21031	a	a	50692	KEGG COMPOUND accession	C07652
12986	21032	a	a	50692	CAS Registry Number	84371-65-3
12987	21039	a	a	50693	KEGG COMPOUND accession	C07224
12988	21042	a	a	50694	CAS Registry Number	10118-90-8
12989	21043	a	a	50697	KEGG COMPOUND accession	C08030
12990	21045	a	a	6941	KEGG COMPOUND accession	C11783
12991	21061	a	a	6950	KEGG COMPOUND accession	C07570
12992	21063	a	a	6951	KEGG COMPOUND accession	C08507
12993	21064	a	a	6951	CAS Registry Number	24502-76-9
12994	21067	a	a	27504	KEGG COMPOUND accession	C06681
12995	21071	a	a	50729	KEGG COMPOUND accession	C11195
12996	21089	a	a	6964	KEGG COMPOUND accession	C11086
12997	21090	a	a	6964	CAS Registry Number	2212-67-1
12998	21095	a	a	36264	KEGG COMPOUND accession	C06232
12999	21096	a	a	28685	KEGG COMPOUND accession	C00150
13000	21097	a	a	28685	CAS Registry Number	7439-98-7
13001	21098	a	a	44074	KEGG COMPOUND accession	C05924
13002	21103	a	a	6972	KEGG COMPOUND accession	C08723
13003	21104	a	a	6972	CAS Registry Number	73545-87-6
13004	21105	a	a	27617	KEGG COMPOUND accession	C06693
13005	21111	a	a	35735	KEGG COMPOUND accession	C04131
13006	21119	a	a	6980	KEGG COMPOUND accession	C10350
13007	21120	a	a	6980	CAS Registry Number	315-22-0
13008	21121	a	a	16504	KEGG COMPOUND accession	C01041
13009	21124	a	a	17760	KEGG COMPOUND accession	C02704
13010	21126	a	a	17760	CAS Registry Number	75-93-4
13011	21127	a	a	29075	KEGG COMPOUND accession	C02171
13012	21129	a	a	35381	KEGG COMPOUND accession	C06698
13013	21145	a	a	50730	KEGG COMPOUND accession	C07482
13014	21146	a	a	50730	CAS Registry Number	158966-92-8
13015	21148	a	a	6993	CAS Registry Number	151767-02-1
13016	21151	a	a	6995	KEGG COMPOUND accession	C10085
13017	21152	a	a	6995	CAS Registry Number	1183-12-6
13018	21155	a	a	6997	KEGG COMPOUND accession	C07743
13019	21156	a	a	6997	CAS Registry Number	31883-05-3
13020	21157	a	a	75092	KEGG COMPOUND accession	C10105
13021	21158	a	a	75092	CAS Registry Number	480-16-0
13022	21163	a	a	17303	KEGG COMPOUND accession	C01516
13023	21170	a	a	16315	KEGG COMPOUND accession	C01735
13024	21172	a	a	7005	KEGG COMPOUND accession	C10106
13025	21173	a	a	7005	CAS Registry Number	62596-29-6
13026	21176	a	a	63611	KEGG COMPOUND accession	C07663
13027	21178	a	a	7008	CAS Registry Number	186826-86-8
13028	21187	a	a	7014	KEGG COMPOUND accession	C10507
13029	21197	a	a	18100	KEGG COMPOUND accession	C04013
13030	21199	a	a	7020	KEGG COMPOUND accession	C10709
13031	21200	a	a	7020	CAS Registry Number	125074-06-8
13032	21210	a	a	7025	CAS Registry Number	12650-69-0
13033	21211	a	a	37738	KEGG COMPOUND accession	C04851
13034	21214	a	a	7027	KEGG COMPOUND accession	C06470
13035	21230	a	a	7035	KEGG COMPOUND accession	C08311
13036	21231	a	a	7035	CAS Registry Number	2763-96-4
13037	21240	a	a	16768	KEGG COMPOUND accession	C06717
13038	21269	a	a	70082	KEGG COMPOUND accession	C10108
13039	21270	a	a	70082	CAS Registry Number	17912-87-7
13040	21278	a	a	27781	CAS Registry Number	544-64-9
13041	21283	a	a	28968	KEGG COMPOUND accession	C04503
13042	21287	a	a	28702	KEGG COMPOUND accession	C04301
13043	21289	a	a	27596	KEGG COMPOUND accession	C01152
13044	21293	a	a	17316	KEGG COMPOUND accession	C03789
13045	21300	a	a	7071	KEGG COMPOUND accession	C10935
13046	21301	a	a	7071	CAS Registry Number	134-62-3
13047	21304	a	a	15783	KEGG COMPOUND accession	C04203
13048	21308	a	a	16269	KEGG COMPOUND accession	C02846
13049	21310	a	a	16269	CAS Registry Number	121-69-7
13050	21316	a	a	17741	CAS Registry Number	68-12-2
13051	21317	a	a	17724	KEGG COMPOUND accession	C01026
13052	21322	a	a	28969	KEGG COMPOUND accession	C08302
13053	21323	a	a	28969	CAS Registry Number	61-50-7
13054	21326	a	a	18416	KEGG COMPOUND accession	C04079
13055	21331	a	a	17455	KEGG COMPOUND accession	C04204
13056	21335	a	a	17318	KEGG COMPOUND accession	C04205
13057	21344	a	a	7091	KEGG COMPOUND accession	C04302
13058	21350	a	a	28890	KEGG COMPOUND accession	C04628
13059	21352	a	a	15609	KEGG COMPOUND accession	C06383
13060	21360	a	a	15682	KEGG COMPOUND accession	C03406
13061	21366	a	a	7101	KEGG COMPOUND accession	C05933
13062	21370	a	a	16395	KEGG COMPOUND accession	C03621
13063	21375	a	a	32844	KEGG COMPOUND accession	C04015
13064	21377	a	a	28944	KEGG COMPOUND accession	C04016
13065	21381	a	a	21501	KEGG COMPOUND accession	C03135
13066	21383	a	a	28037	KEGG COMPOUND accession	C01132
13067	21387	a	a	18207	KEGG COMPOUND accession	C06376
13068	21391	a	a	28761	KEGG COMPOUND accession	C02848
13069	21394	a	a	51013	KEGG COMPOUND accession	C04884
13070	21406	a	a	16121	KEGG COMPOUND accession	C04924
13071	21408	a	a	18056	KEGG COMPOUND accession	C04925
13072	21414	a	a	16948	KEGG COMPOUND accession	C01133
13073	21446	a	a	28401	KEGG COMPOUND accession	C03518
13074	21448	a	a	17103	KEGG COMPOUND accession	C04845
13075	21453	a	a	16506	KEGG COMPOUND accession	C04939
13076	21456	a	a	28514	KEGG COMPOUND accession	C04876
13077	21463	a	a	16511	KEGG COMPOUND accession	C01289
13078	21472	a	a	17122	KEGG COMPOUND accession	C00645
13079	21495	a	a	16953	KEGG COMPOUND accession	C01042
13080	21502	a	a	17533	CAS Registry Number	1188-37-0
13081	21503	a	a	16878	KEGG COMPOUND accession	C04133
13082	21512	a	a	16437	CAS Registry Number	2497-02-1
13083	21513	a	a	17786	KEGG COMPOUND accession	C02710
13084	21516	a	a	16259	KEGG COMPOUND accession	C03519
13085	21518	a	a	16259	CAS Registry Number	2018-61-3
13086	21527	a	a	28257	KEGG COMPOUND accession	C04134
13087	21530	a	a	27425	KEGG COMPOUND accession	C04019
13088	21533	a	a	28451	KEGG COMPOUND accession	C01224
13089	21536	a	a	28009	KEGG COMPOUND accession	C03878
13090	21539	a	a	32618	KEGG COMPOUND accession	C04880
13091	21541	a	a	32890	KEGG COMPOUND accession	C04937
13092	21543	a	a	16250	KEGG COMPOUND accession	C01306
13093	21546	a	a	17581	KEGG COMPOUND accession	C04930
13094	21548	a	a	16059	KEGG COMPOUND accession	C04890
13095	21552	a	a	16478	KEGG COMPOUND accession	C04917
13096	21554	a	a	32601	KEGG COMPOUND accession	C04906
13097	21556	a	a	32602	KEGG COMPOUND accession	C04934
13098	21558	a	a	16198	KEGG COMPOUND accession	C04891
13099	21562	a	a	15947	KEGG COMPOUND accession	C01239
13100	21564	a	a	28000	KEGG COMPOUND accession	C03879
13101	21591	a	a	35414	KEGG COMPOUND accession	C02297
13102	21593	a	a	28655	KEGG COMPOUND accession	C03408
13103	21594	a	a	28800	KEGG COMPOUND accession	C01074
13104	21595	a	a	28800	CAS Registry Number	1811-31-0
13105	21598	a	a	16984	KEGG COMPOUND accession	C02560
13106	21600	a	a	16984	CAS Registry Number	2466-76-4
13107	21605	a	a	7207	KEGG COMPOUND accession	C07585
13108	21606	a	a	7207	CAS Registry Number	1078-38-2
13109	21607	a	a	16153	KEGG COMPOUND accession	C00611
13110	21611	a	a	16153	CAS Registry Number	32181-59-2
13111	21614	a	a	7210	KEGG COMPOUND accession	C11361
