name,value,disease,age,Gender,location,concentration,markerdb_id,method,id
Mercury,33,Alzheimer's Disease,Elderly: 65-100+ yrs old,Both,Blood,0.0088 (0.0049-0.013) uM,177,"Bocca, B., Forte, G., Petrucci, F., Pino, A., Marchione, F., Bomboi, G., Senofonte, O., Giubilei, F. & Alimonti, A. Monitoring of chemical elements and oxidative damage in patients affected by Alzheimer's disease. Ann Ist Super Sanita 41, 197-203 (2005).",16244393.0
Mercury,6665,Mercury Exposure,All,Both,Blood,0.0030 (0.0026-0.0034) uM,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Mercury,6665,Mercury Exposure,All,Both,Urine,0.00099 (0.00084-0.0013) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Mercury,6665,Mercury Exposure,All,Both,Blood,0.0026 (0.0024-0.0028) uM,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Mercury,6665,Mercury Exposure,All,Both,Urine,0.00091 (0.00083-0.0010) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Mercury,6665,Mercury Exposure,All,Both,Blood,0.0024 (0.0021-0.0026) uM,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Mercury,6665,Mercury Exposure,All,Both,Urine,0.00062 (0.00051-0.00070) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
(R)-N-Methylsalsolinol,262,Parkinson's Disease,Adult: >=18 yrs old,Unknown,Cerebrospinal_Fluid,0.0080 (0.0060-0.0100) uM,1465,"Zhang, W., Xie, Y., Gu, J., Ai, S., Wang, J., Yamamoto, K. & Jin, L. Liquid chromatography with amperometric detection at a nano crystalline Ce-doped lead dioxide film modified electrode for determination of (R)-Salsolinol, (R)-N-methylsalsolinol and monoamine neurotransmitters in Parkinsonian patients' cerebrospinal fluid. Analyst 129, 229-234 (2004).",14978525.0
Cadmium,239,Multiple Sclerosis,Adult: >=18 yrs old,Both,Blood,0.0097 (0.0048-0.015) uM,1367,"Forte, G., Visconti, A., Santucci, S., Ghazaryan, A., Figa-Talamanca, L., Cannoni, S., Bocca, B., Pino, A., Violante, N., Alimonti, A., Salvetti, M. & Ristori, G. Quantification of chemical elements in blood of patients affected by multiple sclerosis. Ann Ist Super Sanita 41, 213-216 (2005).",16244395.0
Cadmium,214,Macular Degeneration,Adult: >=18 yrs old,Both,Blood,4.4 (1.9-6.9) uM,1253,"Erie, J. C., Good, J. A., Butz, J. A., Hodge, D. O. & Pulido, J. S. Urinary cadmium and age-related macular degeneration. Am J Ophthalmol 144, 414-418 (2007).",17631267.0
2-Heptanone,73,Celiac Disease,Children: 2-17 yrs old,Unknown,Feces,2.4e+05 (0-4.8e+05) nmol/g wet feces,366662,,21970810.0
2-Heptanone,165,Hepatic Encephalopathy,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,0.70 uM,978,"Goldberg, E. M., Blendis, L. M. & Sandler, S. A gas chromatographic--mass spectrometric study of profiles of volatile metabolites in hepatic encephalopathy. J Chromatogr 226, 291-299 (1981).",7320160.0
"5a-Pregnane-3,20-dione",275,Prepartum Depression,Adult: >=18 yrs old,Female,Blood,0.024 (0.016-0.032) uM,1558,"Pearson Murphy, B. E., Steinberg, S. I., Hu, F. Y. & Allison, C. M. Neuroactive ring A-reduced metabolites of progesterone in human plasma during pregnancy: elevated levels of 5 alpha-dihydroprogesterone in depressed patients during the latter half of pregnancy. J Clin Endocrinol Metab 86, 5981-5987 (2001).",11739473.0
15(S)-HETE,6070,Zellweger Syndrome,Infant: 1 wk-2 yrs old,Both,Urine,8.1e-06 (5.3e-06-1.1e-05) umol/mmol creatinine,367168,,8825400.0
(S)-N-Methylsalsolinol,262,Parkinson's Disease,Adult: >=18 yrs old,Unknown,Cerebrospinal_Fluid,0.0100 (0.0090-0.011) uM,1394,"Naoi, M. & Maruyama, W. Cell death of dopamine neurons in aging and Parkinson's disease. Mech Ageing Dev 111, 175-188 (1999).",10656535.0
3-Aminoisobutanoic acid,29,Aldehyde Dehydrogenase Deficiency,Newborn: 0 day-1 wk,Male,Blood,30.0 (24.0-36.0) uM,367169,,3939535.0
Pentosidine,330,Uremia,Adult: >=18 yrs old,Both,Blood,2.6 (1.3-3.9) uM,366719,,12675874.0
Selenomethionine,282,Prostate Cancer,Adult: >=18 yrs old,Unknown,Blood,0.30 (0.20-0.40) uM,1645,"Nyman, D. W., Suzanne Stratton, M., Kopplin, M. J., Dalkin, B. L., Nagle, R. B. & Jay Gandolfi, A. Selenium and selenomethionine levels in prostate cancer patients. Cancer Detect Prev 28, 8-16 (2004).",15041072.0
Alpha-Carotene,251,Obesity,Adult: >=18 yrs old,Unknown,Blood,0.059 (0.0090-0.11) uM,366961,,17408529.0
Melanin,83,Chronic Kidney Disease,Adult: >=18 yrs old,Both,Blood,8.6e+03 (7.4e+03-9.7e+03) uM,529,"Hegedus, Z. L., Frank, H. A., Steinman, T. I., Altschule, M. D. & Nayak, U. Elevated levels of plasma lipofuscins in patients with chronic renal failure. Arch Int Physiol Biochim 96, 211-221 (1988).",2474282.0
Anandamide,126,Epilepsy,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,0.0026 (0.00077-0.0043) uM,367170,,19817812.0
"1-Benzyl-1,2,3,4-tetrahydroisoquinoline",262,Parkinson's Disease,Adult: >=18 yrs old,Unknown,Cerebrospinal_Fluid,0.0052 (0.0036-0.0068) uM,1467,"Kotake, Y., Tasaki, Y., Makino, Y., Ohta, S. & Hirobe, M. 1-Benzyl-1,2,3,4-tetrahydroisoquinoline as a parkinsonism-inducing agent: a novel endogenous amine in mouse brain and parkinsonian CSF. J Neurochem 65, 2633-2638 (1995).",7595560.0
Antimony,239,Multiple Sclerosis,Adult: >=18 yrs old,Both,Blood,0.0055 (0.0017-0.0093) uM,1367,"Forte, G., Visconti, A., Santucci, S., Ghazaryan, A., Figa-Talamanca, L., Cannoni, S., Bocca, B., Pino, A., Violante, N., Alimonti, A., Salvetti, M. & Ristori, G. Quantification of chemical elements in blood of patients affected by multiple sclerosis. Ann Ist Super Sanita 41, 213-216 (2005).",16244395.0
Antimony,6649,Antimony Exposure,All,Both,Urine,0.00021 (0.00017-0.00024) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Antimony,6649,Antimony Exposure,All,Both,Urine,0.00015 (0.00013-0.00016) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Antimony,6649,Antimony Exposure,All,Both,Urine,0.00016 (0.00014-0.00018) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
D-Threitol,297,Ribose 5 Phosphate Isomerase Deficiency,Adolescent:13-18 yrs old,Both,Urine,55.0 (38.0-81.0) umol/mmol creatinine,1219,"Huck, J. H., Verhoeven, N. M., Struys, E. A., Salomons, G. S., Jakobs, C. & van der Knaap, M. S. Ribose-5-phosphate isomerase deficiency: new inborn error in the pentose phosphate pathway associated with a slowly progressive leukoencephalopathy. Am J Hum Genet 74, 745-751 (2004).",14988808.0
D-Threitol,297,Ribose 5 Phosphate Isomerase Deficiency,Adolescent:13-18 yrs old,Both,Cerebrospinal_Fluid,48.0 (29.0-67.0) uM,1219,"Huck, J. H., Verhoeven, N. M., Struys, E. A., Salomons, G. S., Jakobs, C. & van der Knaap, M. S. Ribose-5-phosphate isomerase deficiency: new inborn error in the pentose phosphate pathway associated with a slowly progressive leukoencephalopathy. Am J Hum Genet 74, 745-751 (2004).",14988808.0
D-Threitol,297,Ribose 5 Phosphate Isomerase Deficiency,Adolescent:13-18 yrs old,Both,Blood,6.5 (5.0-8.0) uM,1219,"Huck, J. H., Verhoeven, N. M., Struys, E. A., Salomons, G. S., Jakobs, C. & van der Knaap, M. S. Ribose-5-phosphate isomerase deficiency: new inborn error in the pentose phosphate pathway associated with a slowly progressive leukoencephalopathy. Am J Hum Genet 74, 745-751 (2004).",14988808.0
N1-Methyl-2-pyridone-5-carboxamide,321,Pellagra,Adult: >=18 yrs old,Both,Urine,41.0 (16.0-66.0) umol/mmol creatinine,1802,"Creeke, P. I., Dibari, F., Cheung, E., van den Briel, T., Kyroussis, E. & Seal, A. J. Whole blood NAD and NADP concentrations are not depressed in subjects with clinical pellagra. J Nutr 137, 2013-2017 (2007).",17709435.0
N1-Methyl-2-pyridone-5-carboxamide,330,Uremia,Adult: >=18 yrs old,Both,Blood,51.3 (27.6-74.9) uM,366742,,22626821.0
2-Oxoarginine,85,Cirrhosis,Adult: >=18 yrs old,Both,Blood,0.090 (0.035-0.15) uM,533,"Marescau, B., De Deyn, P. P., Holvoet, J., Possemiers, I., Nagels, G., Saxena, V. & Mahler, C. Guanidino compounds in serum and urine of cirrhotic patients. Metabolism 44, 584-588 (1995).",7752905.0
2-Oxoarginine,330,Uremia,Adult: >=18 yrs old,Both,Blood,0.23 (0.18-0.35) uM,366742,,22626821.0
Prostaglandin B2,315,Stroke,Unknown,Unknown,Cerebrospinal_Fluid,4.5e-07 uM,367174,,3791712.0
11-Dehydro-thromboxane B2,40,Angina,Adult: >=18 yrs old,Both,Urine,0.00016 (0.00011-0.00022) umol/mmol creatinine,318,"Koike, T., Hattori, A., Igarashi, Y., Matsubara, T., Tamura, Y., Yamazoe, M., Izumi, T. & Shibata, A. [Elevation of 11-dehydro-thromboxane B2 levels in unstable angina]. J Cardiol 21, 899-904 (1991).",1844445.0
1-Butanol,6247,Ulcerative Colitis,Unknown,Unknown,Feces,0.00034 (4.0e-05-0.0075) nmol/g wet feces,367353,,23867873.0
1-Butanol,196,Irritable Bowel Syndrome,Unknown,Unknown,Feces,0.00077 (0.00028-0.0012) nmol/g wet feces,367353,,23867873.0
1-Butanol,99,Crohn's Disease,Unknown,Unknown,Feces,0.0019 (0.0010-0.0055) nmol/g wet feces,367353,,23867873.0
4-Hydroxynonenal,262,Parkinson's Disease,Adult: >=18 yrs old,Unknown,Cerebrospinal_Fluid,1.5 (0.71-2.2) uM,1464,"Selley, M. L. (E)-4-hydroxy-2-nonenal may be involved in the pathogenesis of Parkinson's disease. Free Radic Biol Med 25, 169-174 (1998).",9667492.0
4-Hydroxynonenal,330,Uremia,Adult: >=18 yrs old,Both,Blood,0.75 (0.44-1.1) uM,366742,,22626821.0
Lipoxin A4,95,Coronary Artery Disease,Adult: >=18 yrs old,Both,Blood,0.044 (0.037-0.051) uM,582,"Brezinski, D. A., Nesto, R. W. & Serhan, C. N. Angioplasty triggers intracoronary leukotrienes and lipoxin A4. Impact of aspirin therapy. Circulation 86, 56-63 (1992).",1617790.0
Lead,239,Multiple Sclerosis,Adult: >=18 yrs old,Both,Blood,0.12 (0.059-0.18) uM,1367,"Forte, G., Visconti, A., Santucci, S., Ghazaryan, A., Figa-Talamanca, L., Cannoni, S., Bocca, B., Pino, A., Violante, N., Alimonti, A., Salvetti, M. & Ristori, G. Quantification of chemical elements in blood of patients affected by multiple sclerosis. Ann Ist Super Sanita 41, 213-216 (2005).",16244395.0
Lead,262,Parkinson's Disease,Adult: >=18 yrs old,Both,Blood,0.0030 (0.0014-0.0046) uM,1476,"Forte, G., Alimonti, A., Pino, A., Stanzione, P., Brescianini, S., Brusa, L., Sancesario, G., Violante, N. & Bocca, B. Metals and oxidative stress in patients with Parkinson's disease. Ann Ist Super Sanita 41, 189-195 (2005).",16244392.0
Lead,33,Alzheimer's Disease,Elderly: 65-100+ yrs old,Both,Blood,0.0021 (0.00080-0.0034) uM,177,"Bocca, B., Forte, G., Petrucci, F., Pino, A., Marchione, F., Bomboi, G., Senofonte, O., Giubilei, F. & Alimonti, A. Monitoring of chemical elements and oxidative damage in patients affected by Alzheimer's disease. Ann Ist Super Sanita 41, 197-203 (2005).",16244393.0
Lead,6664,Lead Exposure,All,Both,Blood,0.15 (0.13-0.18) uM,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Lead,6664,Lead Exposure,All,Both,Urine,0.00082 (0.00068-0.00093) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Lead,6664,Lead Exposure,All,Both,Blood,0.14 (0.12-0.15) uM,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Lead,6664,Lead Exposure,All,Both,Urine,0.00063 (0.00055-0.00071) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Lead,6664,Lead Exposure,All,Both,Blood,0.13 (0.12-0.14) uM,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Lead,6664,Lead Exposure,All,Both,Urine,0.00062 (0.00057-0.00069) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
O-Desmethylangolensin,6673,O-Desmethylangolensin Exposure,All,Both,Urine,0.073 (0.061-0.095) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
O-Desmethylangolensin,6673,O-Desmethylangolensin Exposure,All,Both,Urine,0.12 (0.065-0.18) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
O-Desmethylangolensin,6673,O-Desmethylangolensin Exposure,All,Both,Urine,0.088 (0.080-0.11) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
O-Desmethylangolensin,6673,O-Desmethylangolensin Exposure,All,Both,Urine,0.094 (0.079-0.14) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
O-Desmethylangolensin,6673,O-Desmethylangolensin Exposure,All,Both,Urine,0.15 (0.087-0.23) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
O-Desmethylangolensin,6673,O-Desmethylangolensin Exposure,All,Both,Urine,0.19 (0.12-0.24) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
13(S)-hydroxyoctadecadienoic acid,5705,Autosomal Dominant Polycystic Kidney Disease,Adult: >=18 yrs old,Both,Blood,0.31 (0.25-0.37) uM,380,"Wang, D., Strandgaard, S., Borresen, M. L., Luo, Z., Connors, S. G., Yan, Q. & Wilcox, C. S. Asymmetric dimethylarginine and lipid peroxidation products in early autosomal dominant polycystic kidney disease. Am J Kidney Dis 51, 184-191 (2008).",18215696.0
4-Heptanone,83,Chronic Kidney Disease,Adult: >=18 yrs old,Both,Blood,0.070 (0.040-0.090) uM,1135,"Liebich, H. M. & Woll, J. Volatile substances in blood serum: profile analysis and quantitative determination. J Chromatogr 142, 505-516 (1977).",914932.0
"N2,N2-Dimethylguanosine",83,Chronic Kidney Disease,Adult: >=18 yrs old,Both,Blood,0.44 (0.35-0.53) uM,1127,"Niwa, T., Takeda, N. & Yoshizumi, H. RNA metabolism in uremic patients: accumulation of modified ribonucleosides in uremic serum. Technical note. Kidney Int 53, 1801-1806 (1998).",9607216.0
"N2,N2-Dimethylguanosine",330,Uremia,Adult: >=18 yrs old,Both,Blood,0.76 (0.47-1.0) uM,366719,,12675874.0
p-Octopamine,181,Hypertension,Adult: >=18 yrs old,Both,Blood,0.00036 (0.00030-0.00043) uM,1032,"Andrew, R., Best, S. A., Watson, D. G., Midgley, J. M., Reid, J. L. & Squire, I. B. Analysis of biogenic amines in plasma of hypertensive patients and a control group. Neurochem Res 18, 1179-1182 (1993).",8255371.0
p-Synephrine,181,Hypertension,Adult: >=18 yrs old,Both,Blood,0.00090 (0.00050-0.0013) uM,1032,"Andrew, R., Best, S. A., Watson, D. G., Midgley, J. M., Reid, J. L. & Squire, I. B. Analysis of biogenic amines in plasma of hypertensive patients and a control group. Neurochem Res 18, 1179-1182 (1993).",8255371.0
Lactosylceramide (d18:1/12:0),183,Hypobetalipoproteinemia,Adult: >=18 yrs old,Both,Blood,2.5 (2.7-2.8) uM,20,"Dawson, G., Kruski, A. W. & Scanu, A. M. Distribution of glycosphingolipids in the serum lipoproteins of normal human subjects and patients with hypo- and hyperlipidemias. J Lipid Res 17, 125-131 (1976).",178813.0
Trihexosylceramide (d18:1/12:0),8,Abetalipoproteinemia,Adult: >=18 yrs old,Both,Blood,1.00 (0.60-1.7) uM,20,"Dawson, G., Kruski, A. W. & Scanu, A. M. Distribution of glycosphingolipids in the serum lipoproteins of normal human subjects and patients with hypo- and hyperlipidemias. J Lipid Res 17, 125-131 (1976).",178813.0
Trihexosylceramide (d18:1/12:0),183,Hypobetalipoproteinemia,Adult: >=18 yrs old,Both,Blood,0.90 (1.00-0.90) uM,20,"Dawson, G., Kruski, A. W. & Scanu, A. M. Distribution of glycosphingolipids in the serum lipoproteins of normal human subjects and patients with hypo- and hyperlipidemias. J Lipid Res 17, 125-131 (1976).",178813.0
Trihexosylceramide (d18:1/18:0),183,Hypobetalipoproteinemia,Adult: >=18 yrs old,Both,Blood,0.90 (1.00-0.90) uM,20,"Dawson, G., Kruski, A. W. & Scanu, A. M. Distribution of glycosphingolipids in the serum lipoproteins of normal human subjects and patients with hypo- and hyperlipidemias. J Lipid Res 17, 125-131 (1976).",178813.0
Trihexosylceramide (d18:1/22:0),183,Hypobetalipoproteinemia,Adult: >=18 yrs old,Both,Blood,0.90 (1.00-0.90) uM,20,"Dawson, G., Kruski, A. W. & Scanu, A. M. Distribution of glycosphingolipids in the serum lipoproteins of normal human subjects and patients with hypo- and hyperlipidemias. J Lipid Res 17, 125-131 (1976).",178813.0
Trihexosylceramide (d18:1/26:1(17Z)),183,Hypobetalipoproteinemia,Adult: >=18 yrs old,Both,Blood,0.90 (0.90-1.00) uM,20,"Dawson, G., Kruski, A. W. & Scanu, A. M. Distribution of glycosphingolipids in the serum lipoproteins of normal human subjects and patients with hypo- and hyperlipidemias. J Lipid Res 17, 125-131 (1976).",178813.0
Trihexosylceramide (d18:1/24:0),183,Hypobetalipoproteinemia,Adult: >=18 yrs old,Both,Blood,0.90 (0.90-1.00) uM,20,"Dawson, G., Kruski, A. W. & Scanu, A. M. Distribution of glycosphingolipids in the serum lipoproteins of normal human subjects and patients with hypo- and hyperlipidemias. J Lipid Res 17, 125-131 (1976).",178813.0
Tetrahexosylceramide (d18:1/12:0),183,Hypobetalipoproteinemia,Adult: >=18 yrs old,Both,Blood,1.00 (1.00-1.1) uM,20,"Dawson, G., Kruski, A. W. & Scanu, A. M. Distribution of glycosphingolipids in the serum lipoproteins of normal human subjects and patients with hypo- and hyperlipidemias. J Lipid Res 17, 125-131 (1976).",178813.0
Dimethyl sulfone,1449,Methionine Adenosyltransferase Deficiency,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,574.0 uM,708,"Engelke, U. F., Tangerman, A., Willemsen, M. A., Moskau, D., Loss, S., Mudd, S. H. & Wevers, R. A. Dimethyl sulfone in human cerebrospinal fluid and blood plasma confirmed by one-dimensional (1)H and two-dimensional (1)H-(13)C NMR. NMR Biomed 18, 331-336 (2005).",15996001.0
m-Tyramine,181,Hypertension,Adult: >=18 yrs old,Both,Blood,0.00034 (0.00025-0.00043) uM,1032,"Andrew, R., Best, S. A., Watson, D. G., Midgley, J. M., Reid, J. L. & Squire, I. B. Analysis of biogenic amines in plasma of hypertensive patients and a control group. Neurochem Res 18, 1179-1182 (1993).",8255371.0
Atorvastatin,303,Sepsis,Adult: >=18 yrs old,Both,Blood,0.22 (0.060-0.38) uM,1727,"Kruger, P. S., Freir, N. M., Venkatesh, B., Robertson, T. A., Roberts, M. S. & Jones, M. A preliminary study of atorvastatin plasma concentrations in critically ill patients with sepsis. Intensive Care Med 35, 717-721 (2009).",19034423.0
Enterodiol,6659,Enterodiol Exposure,All,Both,Urine,0.090 (0.074-0.12) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Enterodiol,6659,Enterodiol Exposure,All,Both,Urine,0.084 (0.074-0.094) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Enterodiol,6659,Enterodiol Exposure,All,Both,Urine,0.11 (0.092-0.14) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Enterodiol,6659,Enterodiol Exposure,All,Both,Urine,0.12 (0.10-0.16) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Enterodiol,6659,Enterodiol Exposure,All,Both,Urine,0.15 (0.11-0.24) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Enterodiol,6659,Enterodiol Exposure,All,Both,Urine,0.20 (0.16-0.23) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Tetradecanoylcarnitine,149,Glutaric Acidemia Type 2,Adolescent:13-18 yrs old,Male,Blood,0.30 uM,367006,,24453145.0
Tetradecanoylcarnitine,251,Obesity,Children: 2-17 yrs old,Both,Blood,0.043 (0.028-0.058) uM,367335,Metabolomics reveals determinants of weight loss during lifestyle intervention in obese children,
Quercetin,115,Diabetes Mellitus Type 2,Adult: >=18 yrs old,Both,Urine,0.0037 (0.0021000000000000003-0.0053) uM,124044,"Noroozi, M., Burns, J., Crozier, A., Kelly, I. E. & Lean, M. E. Prediction of dietary flavonol consumption from fasting plasma concentration or urinary excretion. Eur J Clin Nutr 54, 143-149 (2000).",10694785.0
Quercetin,115,Diabetes Mellitus Type 2,Adult: >=18 yrs old,Both,Urine,0.057 (0.04-0.07400000000000001) uM,124044,"Noroozi, M., Burns, J., Crozier, A., Kelly, I. E. & Lean, M. E. Prediction of dietary flavonol consumption from fasting plasma concentration or urinary excretion. Eur J Clin Nutr 54, 143-149 (2000).",10694785.0
D-Pipecolic acid,165,Hepatic Encephalopathy,Adult: >=18 yrs old,Both,Blood,1.6 (1.1-2.1) uM,982,"Fujita, T., Amuro, Y., Hada, T. & Higashino, K. Plasma levels of pipecolic acid, both L- and D-enantiomers, in patients with chronic liver diseases, especially hepatic encephalopathy. Clin Chim Acta 287, 99-109 (1999).",10509899.0
Tetrahydrodeoxycortisol,2,11 Beta Hydroxylase Deficiency,Newborn: 0 day-1 wk,Female,Urine,1.1 (0.71-1.6) umol/mmol creatinine,366635,,8933406.0
Hexanal,330,Uremia,Adult: >=18 yrs old,Both,Blood,0.52 (0.19-0.85) uM,366742,,22626821.0
20-Hydroxyeicosatetraenoic acid,291,Kidney Transplantation,,↵,Serum,<0 pg/mL,366540,"Dolegowska, B., Blogowski, W. & Domanski, L. Is it possible to predict the early post-transplant allograft function using 20-HETE measurements? A preliminary report. Transpl Int 22, 546-553 (2009).",19175563.0
Scyllitol,6328,Ethanol Consumption,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,72.5 (17.5-127.5) uM,112,"Viola, A., Nicoli, F., Denis, B., Confort-Gouny, S., Le Fur, Y., Ranjeva, J. P., Viout, P. & Cozzone, P. J. High cerebral scyllo-inositol: a new marker of brain metabolism disturbances induced by chronic alcoholism. MAGMA 17, 47-61 (2004).",15340856.0
Enterolactone,6660,Enterolactone Exposure,All,Both,Urine,0.85 (0.71-1.073) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Enterolactone,6660,Enterolactone Exposure,All,Both,Urine,0.80 (0.65-0.93) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Enterolactone,6660,Enterolactone Exposure,All,Both,Urine,0.91 (0.76-1.096) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Enterolactone,6660,Enterolactone Exposure,All,Both,Urine,1.0048 (0.85-1.28) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Enterolactone,6660,Enterolactone Exposure,All,Both,Urine,1.035 (0.79-1.33) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
Enterolactone,6660,Enterolactone Exposure,All,Both,Urine,1.069 (0.91-1.30) umol/mmol creatinine,367558,National Health and Nutrition Examination Survey (NHANES Survey) 2019,
12-HETE,266,Peroxisomal Diogenesis Disorder,Adult: >=18 yrs old,Both,Urine,7.8e-08 (0-1.6e-07) umol/mmol creatinine,367339,MetaGene: Metabolic & Genetic Information Center ,
12-HETE,6070,Zellweger Syndrome,Infant: 1 wk-2 yrs old,Both,Urine,1.2e-05 (9.0e-06-1.9e-05) umol/mmol creatinine,367168,,8825400.0
Malondialdehyde,239,Multiple Sclerosis,Unknown,Unknown,Cerebrospinal_Fluid,0.22 (0.16-0.28) uM,367509,,20374079.0
Malondialdehyde,133,Schizophrenia,Adult: >=18 yrs old,Both,Blood,4.8 (4.0-5.5) uM,367187,,11979513.0
Malondialdehyde,330,Uremia,Adult: >=18 yrs old,Both,Blood,6.0 (3.6-8.4) uM,366719,,12675874.0
Alpha-N-Phenylacetyl-L-glutamine,330,Uremia,Adult: >=18 yrs old,Both,Blood,201.9 (32.6-371.2) uM,366719,,12675874.0
Iso-Valeraldehyde,73,Celiac Disease,Children: 2-17 yrs old,Unknown,Feces,1.9e+05 (0-3.8e+05) nmol/g wet feces,366662,,21970810.0
Iso-Valeraldehyde,165,Hepatic Encephalopathy,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,290.0 uM,978,"Goldberg, E. M., Blendis, L. M. & Sandler, S. A gas chromatographic--mass spectrometric study of profiles of volatile metabolites in hepatic encephalopathy. J Chromatogr 226, 291-299 (1981).",7320160.0
Clupanodonic acid,199,Isovaleric Acidemia,Adult: >=18 yrs old,Unknown,Blood,18.7 (8.3-29.1) uM,366850,,27329611.0
Aflatoxin B1,293,Reye's Syndrome,Adult: >=18 yrs old,Both,Blood,0.0090 (0.0080-0.014) uM,1669,"Tsuboi, S., Nakagawa, T., Tomita, M., Seo, T., Ono, H., Kawamura, K. & Iwamura, N. Detection of aflatoxin B1 in serum samples of male Japanese subjects by radioimmunoassay and high-performance liquid chromatography. Cancer Res 44, 1231-1234 (1984).",6420055.0
Prolylhydroxyproline,33,Alzheimer's Disease,Adult: >=18 yrs old,Both,Cerebrospinal_Fluid,0.086 (0.070-0.10) uM,129,"Fonteh, A. N., Harrington, R. J., Tsai, A., Liao, P. & Harrington, M. G. Free amino acid and dipeptide changes in the body fluids from Alzheimer's disease subjects. Amino Acids 32, 213-224 (2007).",17031479.0
PC(14:0/18:1(11Z)),251,Obesity,Children: 2-17 yrs old,Both,Blood,18.3 (10.7-25.9) uM,367335,Metabolomics reveals determinants of weight loss during lifestyle intervention in obese children,
PC(14:0/18:1(9Z)),251,Obesity,Children: 2-17 yrs old,Both,Blood,18.3 (10.7-25.9) uM,367335,Metabolomics reveals determinants of weight loss during lifestyle intervention in obese children,
"PC(14:0/18:2(9Z,12Z))",251,Obesity,Children: 2-17 yrs old,Both,Blood,4.0 (2.4-5.6) uM,367335,Metabolomics reveals determinants of weight loss during lifestyle intervention in obese children,
PC(14:0/20:1(11Z)),251,Obesity,Adolescent:13-18 yrs old,Both,Urine,2.9 (2.7-3.0) umol/mmol creatinine,366711,,26910390.0
"PC(14:0/20:2(11Z,14Z))",251,Obesity,Adolescent:13-18 yrs old,Both,Urine,2.6 (2.3-2.8) umol/mmol creatinine,366711,,26910390.0
"PC(14:0/20:4(5Z,8Z,11Z,14Z))",251,Obesity,Adolescent:13-18 yrs old,Both,Urine,0.34 (0.32-0.36) umol/mmol creatinine,366711,,26910390.0
"PC(14:0/20:4(5Z,8Z,11Z,14Z))",251,Obesity,Children: 2-17 yrs old,Both,Blood,1.4 (0.79-2.0) uM,367335,Metabolomics reveals determinants of weight loss during lifestyle intervention in obese children,
"PC(14:0/20:4(8Z,11Z,14Z,17Z))",251,Obesity,Adolescent:13-18 yrs old,Both,Urine,0.34 (0.32-0.36) umol/mmol creatinine,366711,,26910390.0
