abbreviation_metabolite,casregistry_metabolite,cheblid_metabolite,description_metabolite,fullname_metabolite,hmdb_metabolite,inchikey_metabolite,inchistring_metabolite,keggid_metabolite,biocyc_metabolite,food_db_metabolite,reconmap3_metabolite,smile_metabolite,inchiKey_metabolite,inchiString_metabolite
Rtotal,,,,R Total,,,,,,,Rtotal,[O-]C([*])=O,,
Rtotal2,,,,R Total 2 Position,,,,,,,Rtotal2,[O-]C([*])=O,,
Rtotal2coa,,,,R Total 2 Coenzyme A,,,,,,,Rtotal2coa,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC([*])=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,,
Rtotal2crn,,,,R Total 2 Carnitine,,,,,,,,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@]([H])(OC([*])=O)C([H])([H])C([O-])=O,,
Rtotal3,,,,R Total 3 Position,,,,,,,Rtotal3,,,
Rtotal3coa,,,,R Total 3 Coenzyme A,,,,,,,Rtotal3coa,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC([*])=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,,
Rtotal3crn,,,,R Total 3 Carnitine,,,,,,,Rtotal3crn,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@]([H])(OC([*])=O)C([H])([H])C([O-])=O,,
Rtotalcoa,,,,R Total Coenzyme A,,,,,,,Rtotalcoa,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC([*])=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,,
Rtotalcrn,,,,R Total Carnitine,,,,,,,,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[C@]([H])(OC([*])=O)C([H])([H])C([O-])=O,,
ru5p_D,4151-19-3,17363,"Human Metabolome Database (HMDB): D-Ribulose 5-phosphate is a metabolite in the Pentose phosphate pathway, Pentose and glucuronate interconversions, and in the Riboflavin metabolism (KEGG).",D-Ribulose 5-phosphate,HMDB0000618,,,C00199,RIBULOSE-5P,FDB022145,ru5p_D,[H]OC([H])([H])C(=O)[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP([O-])([O-])=O,FNZLKVNUWIIPSJ-UHNVWZDZSA-L,"InChI=1S/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)/p-2/t4-,5+/m1/s1"
ru5p_L,,,,L-Ribulose 5-phosphate,,,,,,,,,,
s,,,"Human Metabolome Database (HMDB): A sulfide or sulphide (UK) is an anion of sulfur in its lowest oxidation state of 2-. Sulfide is also a slightly archaic term for thioethers, a common type oforganosulfur compound that are well known for their bad odors. Sulfides are moderately strong reducing agents. They react with oxygen in the air in elevated temperatures to form higher-valence sulfur salts, such as sulfates and sulfur dioxide. (Wikipedia). Sulfur (Greek is theion) is the chemical element in the periodic table that has the symbol S and atomic number 16. It is an abundant, tasteless, odorless, multivalent non-metal. Sulfur, in its native form, is a yellow crystalline solid. In nature, it can be found as the pure element or as sulfide and sulfate minerals. It is an essential element for life, and is widely used in biochemical processes. Sulfur is an important part of many enzymes and also in antioxidant molecules like glutathione and thioredoxin. The amino acids cysteine and methionine contain sulfur, as do all polypeptides, proteins, and enzymes which contain these amino acids. This makes sulfur a necessary component of all living cells. Disulfide bonds between polypeptides are very important in protein assembly and structure. They are largely responsible for the mechanical strength and insolubility of the protein keratin, found in outer skin, hair, and feathers, and the element contributes to their pungent odor when burned. (Wikipedia). Homocysteine and taurine are also sulfur containing amino acids but are not coded for by DNA nor are they part of the primary structure of proteins. Some forms of bacteria use hydrogen sulfide (H2S) in the place of water as the electron donor in a primitive photosynthesis-like process. Sulfur is absorbed by plants via the roots from soil as the sulfate ion and reduced to sulfide before it is incorporated into cysteine and other organic sulfur compounds (sulfur assimilation). Inorganic sulfur forms a part of iron-sulfur clusters, and sulfur is the bridging ligand in the CuA site of cytochrome c oxidase. Sulfur is an important component of coenzyme A. At room temperature, sulfur is a soft bright yellow solid. Although sulfur is blamed for the smell of rotten eggs elemental sulfur has only the faintest odor (the odor associated with rotten eggs is actually due to hydrogen sulfide and organic sulfur compounds). It burns with a blue flame that emits sulfur dioxide, notable for its peculiar suffocating odor. Sulfur is insoluble in water but soluble in carbon disulfide and to a lesser extent in other organic solvents such as benzene. Through its major derivative, sulfuric acid (H2SO4), sulfur ranks as one of the more important industrial raw materials. It is of prime importance to every sector of the world's economies. The Latin name of the element is sulfur with an F. Since it is an original Latin name and not a Classical Greek loan, the fricative phoneme is indeed denoted with f rather than ph. Its commercial uses are primarily in fertilizers, but it is also widely used in gunpowder, matches, insecticides and fungicides; A flammable, poisonous gas with a characteristic odor of rotten eggs. It is used in the manufacture of chemicals, in metallurgy, and as an analytical reagent. (From Merck Index, 11th ed.) The burning of coal and petroleum by industry and power plants liberates huge amounts of sulfur dioxide (SO2) which reacts with atmospheric water and oxygen to produce sulfuric acid. This sulfuric acid is a component of acid rain, which lowers the pH of soil and freshwater bodies, resulting in substantial damage to the natural environment and chemical weathering of statues and architecture.",Sulfur,HMDB0000598,,,,,,,,,
s17bp,,,,"Sedoheptulose 1,7-bisphosphate",HMDB0060274,,,,,,,,,
s2l2fn2m2masn,,,,Pa6,,,,G00018,,,s2l2fn2m2masn,,,
s2l2n2m2m,,,,De-Fuc Form Of Pa6 (Wo Peptide Linkage),,,,,,,s2l2n2m2m,,,
s2l2n2m2masn,,,,De-Fuc Form Of Pa6,,,,,,,s2l2n2m2masn,,,
s2l2n2m2mn,,,,"De-Fuc, Reducing GlcNac Removed Form Of Pa6 (w/o Peptide Linkage)",,,,,,,s2l2n2m2mn,,,
s3meacmp,,,,Sulphate-Conjugate-3-Methoxy-Acetaminophen,,,,,,,,,,
s7p,2646-35-7,15721,"Human Metabolome Database (HMDB): D-Sedoheptulose 7-phosphate is an intermediate of the Pentose phosphate pathway (PPP) that has two functions: the generation of NADPH for reductive syntheses and oxidative stress responses within cells, and the formation of ribose residues for nucleotide and nucleic acid biosynthesis (PMID 16055050). It is formed by transketolase and acted upon (degraded) by transaldolase. Sedoheptulose 7-phosphate can be increased in the blood of patients affected with a transaldolase deficiency (TALDO1; EC 2.2.1.2) (PMID 12881455), a genetic disorder. Sedoheptulose is a ketoheptose, a monosaccharide with seven carbon atoms and a ketone functional group. It is one of the few heptoses found in nature (Wikipedia).",D-Sedoheptulose 7-phosphate,HMDB0001068,,,C00281,D-SEDOHEPTULOSE-7-P,FDB022407,s7p,[H]OC([H])([H])C(=O)[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])OP([O-])([O-])=O,JDTUMPKOJBQPKX-GBNDHIKLSA-L,"InChI=1S/C7H15O10P/c8-1-3(9)5(11)7(13)6(12)4(10)2-17-18(14,15)16/h4-8,10-13H,1-2H2,(H2,14,15,16)/p-2/t4-,5-,6-,7+/m1/s1"
sacald,,,,Sulfoacetaldehyde,,,,C00593,,,,,,
saccrp_L,997-68-2,16927,"Human Metabolome Database (HMDB): Saccharopine is an intermediate in the degradation of lysine, formed by the condensation of lysine and alpha-ketoglutarate. The saccharopine pathway is the main route for lysine degradation in mammals, and its first two reactions are catalyzed by enzymatic activities known as lysine-oxoglutarate reductase (LOR) and saccharopine dehydrogenase (SDH), which reside on a single bifunctional polypeptide (LOR/SDH) (EC 1.5.1.8). The reactions involved with saccharopine dehydrogenases have very strict substrate specificity for L-lysine, 2-oxoglutarate, and NADPH. LOR/SDH has been detected in a number of mammalian tissues, mainly in the liver and kidney, contributing not only to the general nitrogen balance in the organism but also to the controlled conversion of lysine into ketone bodies. A tetrameric form has also been observed in human liver and placenta. LOR activity has also been detected in brain mitochondria during embryonic development, and this opens up the question of whether or not lysine degradation has any functional significance during brain development. As a result, there is now a new focus on the nutritional requirements for lysine in gestation and infancy. Finally, LOR and/or SDH deficiencies seem to be involved in a human autosomal genetic disorder known as familial hyperlysinemia, which is characterized by serious defects in the functioning of the nervous system and characterized by a deficiency in lysine-ketoglutarate reductase, saccharopine dehydrogenase, and saccharopine oxidoreductase activities. Saccharopinuria (high amounts of saccharopine in the urine) and saccharopinemia (an excess of saccharopine in the blood) are conditions present in some inherited disorders of lysine degradation (PMID: 463877, 10567240, 10772957, 4809305). If present in sufficiently high levels, saccharopine can act as an acidogen and a metabotoxin. An acidogen is an acidic compound that induces acidosis, which has multiple adverse effects on many organ systems. A metabotoxin is an endogenously produced metabolite that causes adverse health effects at chronically high levels. Saccharopine is an organic acid. Abnormally high levels of organic acids in the blood (organic acidemia), urine (organic aciduria), the brain, and other tissues lead to general metabolic acidosis. Acidosis typically occurs when arterial pH falls below 7.35. In infants with acidosis, the initial symptoms include poor feeding, vomiting, loss of appetite, weak muscle tone (hypotonia), and lack of energy (lethargy). Many affected children with organic acidemias experience intellectual disability or delayed development.",Saccharopine,HMDB0000279,,,C00449,SACCHAROPINE,FDB000461,saccrp_L,[H][N+]([H])([H])[C@]([H])(C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[C@]([H])(C([O-])=O)C([H])([H])C([H])([H])C([O-])=O,ZDGJAHTZVHVLOT-YUMQZZPRSA-M,"InChI=1S/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)/p-1/t7-,8-/m0/s1"
salc,,,,"Salicylic acid, o-Hydroxybenzoic acid",,,,,,,,,,
salc6p,,,,Salicin 6-phosphate,,,,C06188,,,,,,
salcn,138-52-3,17814,"Human Metabolome Database (HMDB): Salicin is an alcoholic &#946;-glycoside that contains D-glucose. Salicin is an anti-inflammatory agent that is produced from willow bark. Salicin is closely related in chemical make-up to aspirin and has a very similar action in the human body. When consumed by humans, Salicin is metabolized into salicylic acid.",Salicin,HMDB0003546,,,C01451,CPD-1181,FDB023194,,,NGFMICBWJRZIBI-UJPOAAIJSA-N,
sarcs,107-97-1,15611,"Human Metabolome Database (HMDB): Sarcosine is the N-methyl derivative of glycine. Sarcosine is metabolized to glycine by the enzyme sarcosine dehydrogenase, while glycine-N-methyl transferase generates sarcosine from glycine. Sarcosine is a natural amino acid found in muscles and other body tissues. In the laboratory it may be synthesized from chloroacetic acid and methylamine. Sarcosine is naturally found in the metabolism of choline to glycine. Sarcosine is sweet to the taste and dissolves in water. It is used in manufacturing biodegradable surfactants and toothpastes as well as in other applications. Sarcosine is ubiquitous in biological materials and is present in such foods as egg yolks, turkey, ham, vegetables, legumes, etc. Sarcosine is formed from dietary intake of choline and from the metabolism of methionine, and is rapidly degraded to glycine. Sarcosine has no known toxicity, as evidenced by the lack of phenotypic manifestations of sarcosinemia, an inborn error of sarcosine metabolism. Sarcosinemia can result from severe folate deficiency because of the folate requirement for the conversion of sarcosine to glycine (Wikipedia). Sarcosine has recently been identified as a biomarker for invasive prostate cancer. It was found to be greatly increased during prostate cancer progression to metastasis and could be detected in urine. Sarcosine levels were also increased in invasive prostate cancer cell lines relative to benign prostate epithelial cells (PMID: 19212411).",Sarcosine,HMDB0000271,,,C00213,SARCOSINE,FDB021925,sarcs,[H]C([H])([H])[N+]([H])([H])C([H])([H])C([O-])=O,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,"InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)"
sbcoa,,,,Suberyl Coenzyme A,,,,,,,sbcoa,[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O,DBCRIBJPCBKAME-IHYVFSBVSA-I,"InChI=1S/C29H48N7O19P3S/c1-29(2,24(42)27(43)32-10-9-18(37)31-11-12-59-20(40)8-6-4-3-5-7-19(38)39)14-52-58(49,50)55-57(47,48)51-13-17-23(54-56(44,45)46)22(41)28(53-17)36-16-35-21-25(30)33-15-34-26(21)36/h15-17,22-24,28,41-42H,3-14H2,1-2H3,(H,31,37)(H,32,43)(H,38,39)(H,47,48)(H,49,50)(H2,30,33,34)(H2,44,45,46)/p-5/t17-,22-,23-,24+,28-/m0/s1"
sbt_D,50-70-4,17924,"Human Metabolome Database (HMDB): Sorbitol is a polyhydric alcohol with about half the sweetness of sucrose. Sorbitol occurs naturally and is also produced synthetically from glucose. It was formerly used as a diuretic and may still be used as a laxative and in irrigating solutions for some surgical procedures. It is also used in many manufacturing processes, as a pharmaceutical aid, and in several research applications. Ascorbic acid fermentation; in solution form for moisture-conditioning of cosmetic creams and lotions, toothpaste, tobacco, gelatin; bodying agent for paper, textiles, and liquid pharmaceuticals; softener for candy; sugar crystallization inhibitor; surfactants; urethane resins and rigid foams; plasticizer, stabilizer for vinyl resins; food additive (sweetener, humectant, emulsifier, thickener, anticaking agent); dietary supplement. (Hawley's Condensed Chemical Dictionary) Biological Source: Occurs widely in plants ranging from algae to the higher orders. Fruits of the plant family Rosaceae, which include apples, pears, cherries, apricots, contain appreciable amounts. Rich sources are the fruits of the Sorbus and Crataegus species Use/Importance: Used for manufacturing of sorbose, propylene glycol, ascorbic acid, resins, plasticizers and as antifreeze mixtures with glycerol or glycol. Tablet diluent, sweetening agent and humectant, other food uses. Sorbitol is used in photometric determination of Ru(VI) and Ru(VIII); in acid-base titration of borate (Dictionary of Organic Compounds).",Sorbitol,HMDB0000247,,,C00794,,FDB011676,sbt_D,[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@]([H])(O[H])C([H])([H])O[H],FBPFZTCFMRRESA-FSIIMWSLSA-N,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m0/s1"
sbt_L,,,,L-Sorbitol,,,,,,,,,,
sbt6p,,,"Human Metabolome Database (HMDB): Sorbitol 6-phosphate (Sor6P) is an intermediate in sorbitol biosynthesis. It is a competitive inhibitor for both cytosolic and chloroplastic PGIs with a K(i) of 61 and 40muM, respectively. PMID: 18242768.",D-Sorbitol 6-phosphate,HMDB0005831,,,,,,,,,
sbzcoa,,,,O-Succinylbenzoyl-CoA,,,,,,,,,,
scl,,,,Sirohydrochlorin,,,,,,,,,,
seahcys,,,Human Metabolome Database (HMDB): Se-Adenosylselenohomocysteine is an intermediate in Selenoamino acid metabolism. Se-Adenosylselenohomocysteine is the second to last step in the synthesis of Selenohomocystine and is converted from Se-Adenosylselenomethionine via the enzyme Transferases (EC 2.1.1.-). It is then. converted to Selenohomocysteine via the enzyme adenosylhomocysteinase (EC 3.3.1.1).,Se-Adenosylselenohomocysteine,HMDB0011117,,,C05692,,FDB027899,,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])[Se]C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H])[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],UVSMMLABJBJNGH-WFMPWKQPSA-N,"InChI=1S/C14H20N6O5Se/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6-,7+,9+,10+,13+/m0/s1"
seasmet,,,Human Metabolome Database (HMDB): Se-Adenosylselenomethionine is an intermediate in Selenoamino acid metabolism. Se-Adenosylselenomethionine is converted from Selenomethionine via the enzyme S-adenosylmethionine synthetase (EC 2.5.1.6). It is then. converted to Se-Adenosylselenohomocysteine via the enzyme Transferases (EC 2.1.1.-).,Se-Adenosylselenomethionine,HMDB0011118,,,C05691,,FDB027900,,[H]O[C@@]1([H])[C@@]([H])(O[C@]([H])(C([H])([H])[Se+](C([H])([H])[H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H])[C@@]1([H])O[H])N1C([H])=NC2=C(N=C([H])N=C12)N([H])[H],GGJFWMOVUFBSIN-AIRLBKTGSA-O,"InChI=1S/C15H22N6O5Se/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7-,8+,10+,11+,14+,27?/m0/s1"
sebacid,111-20-6,41865,"Human Metabolome Database (HMDB): Sebacic acid is a saturated, straight-chain naturally occurring dicarboxylic acid with 10 carbon atoms. Sebacic acid is a normal urinary acid. In patients with multiple acyl-CoA-dehydrogenase deficiency (MADD), also known as glutaric aciduria type II (GAII), a group of metabolic disorders due to deficiency of either electron transfer flavoprotein or electron transfer flavoprotein ubiquinone oxidoreductase, biochemical data shows an increase in urine sebacic acid excretion. Sebacic acid is found to be associated with carnitine-acylcarnitine translocase deficiency and medium chain acyl-CoA dehydrogenase deficiency, which are inborn errors of metabolism. Sebacic acid is a white flake or powdered crystal slightly soluble in water that has been proposed as an alternative energy substrate in total parenteral nutrition. Sebacic Acid was named from the Latin sebaceus (tallow candle) or sebum (tallow) in reference to its use in the manufacture of candles. Sebacic acid and its derivatives such as azelaic acid have a variety of industrial uses as plasticizers, lubricants, hydraulic fluids, cosmetics, candles, etc. It is used in the synthesis of polyamide and alkyd resins. It is also used as an intermediate for aromatics, antiseptics and painting materials (PMID: 10556649, 1738216, 8442769, 12706375).",Sebacic acid,HMDB0000792,,,C08277,CPD-3623,FDB022247,sebacid,[H]C([H])(C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O,CXMXRPHRNRROMY-UHFFFAOYSA-L,"InChI=1S/C10H18O4/c11-9(12)7-5-3-1-2-4-6-8-10(13)14/h1-8H2,(H,11,12)(H,13,14)/p-2"
sebcoa,,,,Sebacoyl Coenzyme A,,,,,,,sebcoa,[H]OC([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])C1([H])O[C@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])C([H])(O[H])C1([H])OP([O-])([O-])=O,JZXNELIZHJCEFA-CQDVDCODSA-I,"InChI=1S/C31H52N7O19P3S/c1-31(2,26(44)29(45)34-12-11-20(39)33-13-14-61-22(42)10-8-6-4-3-5-7-9-21(40)41)16-54-60(51,52)57-59(49,50)53-15-19-25(56-58(46,47)48)24(43)30(55-19)38-18-37-23-27(32)35-17-36-28(23)38/h17-19,24-26,30,43-44H,3-16H2,1-2H3,(H,33,39)(H,34,45)(H,40,41)(H,49,50)(H,51,52)(H2,32,35,36)(H2,46,47,48)/p-5/t19?,24?,25?,26?,30-/m0/s1"
sel,14124-68-6,15075,"Human Metabolome Database (HMDB): Selenate, also known as selenic acid, is a member of the class of compounds known as non-metal selanates. These are inorganic non-metallic compounds containing a selenate as its largest oxoanion. Selenate can be found in a number of foods such as chives, naranjillas, moth beans, other soy products, black crowberries, rapes, acorns, and Alaska blueberries. Selenates are analogous to sulfates and have similar chemistry (Wikipedia). They are highly soluble in aqueous solutions at ambient temperatures (Wikipedia). Selenate can be metabolized to methyl-2-acetamido-2-deoxy-1-seleno-β-D-galactopyranoside (SeSug1) and methyl-2-amino-2-deoxy-1-seleno-β-D-galactopyranoside (SeSug3) (PMID: 25270623). Selenate is metabolized only marginally and is excreted rapidly via urine generally (PMID: 25270623). Sodium selenate is effectively used for bio-fortification of crops hence fortifying food/feed to mitigate selenium deficiency in humans and livestock (Wikipedia). The decahydrate is a common ingredient in multivitamins and livestock feed as a source of selenium (Wikipedia).",Selenate,HMDB0062761,,,,,FDB031169,,[O-][Se]([O-])(=O)=O,QYHFIVBSNOWOCQ-UHFFFAOYSA-L,"InChI=1S/H2O4Se/c1-5(2,3)4/h(H2,1,2,3,4)/p-2"
selcys,,16633,"Human Metabolome Database (HMDB): Selenocysteine is an amino acid that is present in several enzymes (for example glutathione peroxidases, tetraiodothyronine 5' deiodinases, thioredoxin reductases, formate dehydrogenases, glycine reductases and some hydrogenases). Selenocysteine has a structure similar to cysteine, but with an atom of selenium taking the place of the usual sulfur. Proteins that include a selenocysteine residue are called selenoproteins (Wikipedia). Selenocysteine is a naturally occurring amino acid in both eukaryotic and prokaryotic organisms. It is found in tRNAs and in the catalytic site of some enzymes. The genes for glutathione peroxidase and formate dehydrogenase contain the TGA codon, which codes for this amino acid (Pubchem).",Selenocysteine,HMDB0003288,,,C05688,L-SELENOCYSTEINE,FDB002262,,[H][Se]C([H])([H])C([H])(C([O-])=O)[N+]([H])([H])[H],ZKZBPNGNEQAJSX-UHFFFAOYSA-N,"InChI=1S/C3H7NO2Se/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)"
selcyst,2196-58-9,26630,"Human Metabolome Database (HMDB): Selenocystathionine is formed from Selenohomocysteine by the enzyme cystathionine beta-synthase (EC 4.2.1.22), as a by-product of cystathionine synthesis. Selenocystathionine is consumed in the diet, and is one of the main compounds present in plants that tend to hyperaccumulate selenium and use it as an elemental plant defense mechanism. (PMID: 10026151, 6456763, 16920881).",Selenocystathionine,HMDB0006343,,,C05699,,FDB023895,,[H][N+]([H])([H])C([H])(C([O-])=O)C([H])([H])[Se]C([H])([H])C([H])([H])C([H])(C([O-])=O)[N+]([H])([H])[H],ZNWYDQPOUQRDLY-UHFFFAOYSA-N,"InChI=1S/C7H14N2O4Se/c8-4(6(10)11)1-2-14-3-5(9)7(12)13/h4-5H,1-3,8-9H2,(H,10,11)(H,12,13)"
selhcys,29412-93-9,,"Human Metabolome Database (HMDB): Selenohomocysteine is the precursor of selenocysteine, which is synthesized by catalysis of cystathionine beta-synthase (EC 4.2.1.22) and cystathionine gamma-lyase (EC 4.4.1.1), in mammalian systems (both enzymes require pyridoxal phosphate). Selenohomocysteine (lactone) has been found to be a competitive and irreversible inhibitor of lysyl oxidase; this may relate to the development of connective tissue defects seen in homocystinuria. L-Selenohomocysteine also can serve as a substituent donor in the beta-replacement reaction to yield selenocystathionine. (PMID: 10609891, 9405445, 6456763, 3338973).",Selenohomocysteine,HMDB0004119,,,C05698,SELENOHOMOCYSTEINE,FDB023315,,[H][Se]C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H],RCWCGLALNCIQNM-VKHMYHEASA-N,"InChI=1S/C4H9NO2Se/c5-3(1-2-8)4(6)7/h3,8H,1-2,5H2,(H,6,7)/t3-/m0/s1"
selmeth,3211-76-5,27585,"Human Metabolome Database (HMDB): Selenomethionine is an amino acid containing selenium that cannot be synthesized by higher animals, but can be obtained from plant material. Selenomethionine is the major seleno-compound in cereal grains (wheat grain, maize and rice), soybeans and enriched yeast. Seleno-compounds present in plants may have a profound effect upon the health of animals and human subjects. It is now known that the total Se content cannot be used as an indication of its efficacy, but knowledge of individual selenocompounds is necessary to fully assess the significance. Thus, speciation of the seleno-compounds has moved to the forefront. Since animals and man are dependent upon plants for their nutritional requirements, this makes the types of seleno-compounds in plants even more critical. Se enters the food chain through incorporation into plant proteins, mostly as selenocysteine and selenomethionine at normal Se levels. There are two possible pathways for the catabolism of selenomethionine. One is the transsulfuration pathway via selenocystathionine to produce selenocysteine, which in turn is degraded to H2Se by the enzyme b-lyase. The other pathway is the transamination-decarboxylation pathway. It was estimated that 90% of methionine is metabolized through this pathway and thus could be also the major route for selenomethionine catabolism. (PMID: 14748935, Br J Nutr. 2004 Jan;91(1):11-28.).",Selenomethionine,HMDB0003966,,,C05335,SELENOMETHIONINE,FDB012156,,[H]C([H])([H])[Se]C([H])([H])C([H])([H])C([H])(C([O-])=O)[N+]([H])([H])[H],RJFAYQIBOAGBLC-UHFFFAOYSA-N,"InChI=1S/C5H11NO2Se/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)"
seln,,16503,"Human Metabolome Database (HMDB): Hydrogen selenide is a metabolite of selenium which could have potential antiangiogenic effect in the chemoprevention of cancer. The hydrogen selenide is a key intermediate in the selenium methylation metabolism of inorganic and organic selenium compounds. Accumulation of the hydrogen selenide resulting from inhibition of the selenium methylation metabolism, detoxification metabolic pathway of selenium, is found in animals following repeated administration of a toxic dose of selenocystine. The excess of the hydrogen selenide produced by inhibition of the selenium methylation metabolism contributes to the hepatotoxicity caused by selenocystine. (PMID: 9414580, 11799926).",Hydrogen selenide,HMDB0011110,,,C01528,,FDB027892,,[Se-][H],SPVXKVOXSXTJOY-UHFFFAOYSA-M,InChI=1S/H2Se/h1H2/p-1
selni,14124-67-5,,"Human Metabolome Database (HMDB): The selenite anion is a selenium oxoanion with the chemical formula SeO32&#8722. A selenite (compound) is a compound that contains this ion. In slightly acid conditions, the hydrogenselenite ion, HSeO3&#8722;, is formed; in more acidic conditions selenous acid, H2SeO3, exists. Most selenite salts can be formed by heating the relevant metal oxide with selenium dioxide, e.g.:Na2O + SeO2 &#8594; Na2SeO3. Selenite is an inorganic form of selenium which may also be useful in cancer chemotherapy.(Wikipedia).",Selenite,HMDB0011119,,,,,,,,MCAHWIHFGHIESP-UHFFFAOYSA-L,"InChI=1S/H2O3Se/c1-4(2)3/h(H2,1,2,3)/p-2"
selnp,25758-66-1,29269,"Human Metabolome Database (HMDB): Phosphoroselenoic acid, H3SePO3, is the activated selenium donor compound required for the biosynthesis of selenocysteyl-tRNA, the precursor of specific selenocysteine residues in bacterial and mammalian selenoproteins. Selenocysteine is the 21st amino acid, because Sec has a specific tRNA and codon UGA, and shares a major stop codon UGA. A number of enzymes have selenocysteine, residues and in some cases at their active sites. Proteins containing the 21st amino acid, selenocysteine (Sec), have been described in all three domains of life. (PMID: 18156471).",Phosphoroselenoic acid ,HMDB0003840,,,C05172,,FDB023234,,[H]OP([O-])(=[Se])O[H],JRPHGDYSKGJTKZ-UHFFFAOYSA-M,"InChI=1S/H3O3PSe/c1-4(2,3)5/h(H3,1,2,3,5)/p-1"
